"","X","nid_id","lat","lon","river","purpose","yr_comp","res_age","hydr_hght","max_dis","max_stor","norm_stor","surf_area_km2","res_perim_km","sdi","mean_depth","mean_max_depth_ratio","mean_q","drain_area_km2","catch_surf_area_ratio","rel_depth_perc","lake_vol_m3","elev","reach_code","e2rf1","mean_v","strahler","water","wetlands","urb_grass","lo_urb_dev","hi_urb_dev","industry","for_dec","for_ever","for_mixed","shrub","grass","pasture","crops","orchards","barren","tn_bg_kg_km2_yr","tp_bg_kg_km2_yr","tn_bg_kg_km2_yr_atom","tn_kg_km2_yr","tp_kg_km2_yr","tn_point","tp_point","tn_fert","tp_fert","tn_ag_anml","tp_ag_anml","tn_forest","tp_forest","tn_barren","tp_barren","tn_shrub","tp_shrub","tn_grass","tp_grass","tn_frac","tp_frac","WinT_rcp85","WintT_abs","WinT_hist","SumT_hist","SumT_rcp85","SumT_abs","US_L3CODE","US_L3NAME","Histprecip","RCP85precip","ABSprecip","RESID","STATE","RESINFO","RESNAME1","LONGITUDE","LATITUDE","CLUSID","SHALLOW","MUDFLAT","BKWATER","CONN_BW","CONN_TR","N_STRUC","SHAL_LZ","DIST_RZ","X_NUTRI","ALGAE","SEDIMEN","SHOREER","NOCOVES","SHOREHO","SUBSTHO","X_MACRO","N_MACRO","NN_PLNT","NN_ANIM","DEEP_LZ","N_SHADE","N_ALLOC","WS_AGRI","WS_ANIM","WS_LOGS","WS_MINE","WS_URBN","N_NUTRI","IN_TURB","OR_TURB","VAR_TUR","VAR_DO2","O_STRAT","HI_TEMP","LO_TEMP","T_STRAT","DESTRAT","THERMAL","CONTAMN","POLL_PS","POLLNPS","HYDROGR","RESIDUP","LOWRETE","LOWSTOR","WL_SEAS","WL_DROP","WL_LONG","WLSHORT","WL_FAST","DIST_UP","DIST_AD","SS","PreySS","PredSS","PPratio","ExoticSS","Richness","Evenness","NatStock","Nnatstock","IntrodUndes","Fishkills","FishPres","CatchRate","FishSize","CatchVar","AnglerSatis","FreqTourn","RatioFishing","SPP1comp","LargeFish","StockedFish","PopDen","SizeStruc","Condition","GRate","NatMort","R_age1","R_adult","CRA","BAS","PIK","PER","CAT","SUN","MOR","TRT","SAL","distance"
"25",33,"AL01434",32.32333,-86.78333,"ALABAMA RIVER","NHR",1971,44,70,653000,234200,234200,49.776378,605.9758115,24.22916984,19.0406067,0.272008667,16811.9,42043.30767,844.6439024,0.072900371,288881016,NA,3.15e+12,8357,3.51,4,1.7,0.9,0.4,1,0.2,0.7,33.7,18.7,26.2,0,0,10,4.8,0,1.7,76,14,104,548,36,15,15,20,10,20,48,20,25,2,2,0,0,0,0,0.92867,0.80977,14.34,3.35,10.99,27.2,31.89,4.69,65,"Southeastern Plains",1354.02,1363.28,9.26,"AL32","AL",32,"Jones Bluff",-86.78333,32.32333,"CPL                4",2,4,2,2,3,1,2,4,2,1,4,4,4,4,3,1,1,1,2,1,1,1,4,4,3,1,2,1,3,3,4,1,2,1,1,2,1,1,1,2,4,0,1,4,4,1,1,1,4,4,1,4,3,3,3,3,3,3,3,1,3,3,3,4,4,2,3,3,4,4,3,3,1,4,3,4,3,3,3,4,0,1,0,0,0,0,0,0,0,0
"26",34,"AL01435",32.10167,-87.4,"ALABAMA RIVER","NHR",1970,45,55,183700,331800,331800,69.605992,153.4534955,5.188578158,19.29065339,0.350739153,29402.2,53449.62363,767.8883721,0.062457447,409268664,24.4,3.15e+12,8634,4.04,5,1.7,3.6,0.4,0.9,0.2,0.6,30,18.1,25.8,0,0,10.3,6.7,0,1.8,65,17,89,338,27,16,15,21,13,16,44,20,25,2,3,0,0,0,0,0.96227,0.88534,14.04,3.36,10.68,27.14,31.85,4.72,65,"Southeastern Plains",1354.02,1363.28,9.26,"AL24","AL",24,"Millers Ferry",-87.4,32.10167,"CPL                4",3,4,3,3,4,2,3,4,3,1,5,4,4,3,4,2,2,3,3,1,2,2,3,3,3,0,2,1,4,4,3,1,1,4,0,1,1,3,2,2,4,1,2,1,2,1,1,2,1,1,2,4,4,4,4,4,3,4,4,1,1,3,1,4,4,4,2,4,4,4,2,2,1,3,4,4,3,3,3,4,0,1,0,0,0,0,0,0,0,0
"27",35,"AL01436",31.615,-87.55,"ALABAMA RIVER","N",1969,46,35,665500,96360,96360,23.674131,NA,NA,16.47175706,0.47062163,NA,55614.85527,2349.182906,0.091445746,118858132.8,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.76,3.32,11.44,26.94,31.52,4.58,65,"Southeastern Plains",1354.02,1363.28,9.26,"AL6","AL",6,"Claiborne Lake",-87.55,31.615,"CPL                4",1,1,2,2,3,2,1,3,2,1,4,4,4,3,4,0,1,1,2,2,3,1,4,1,4,1,2,0,3,3,3,1,1,4,0,2,1,2,3,3,4,4,3,3,1,4,1,1,4,5,4,5,3,3,3,3,4,4,3,3,1,3,2,2,3,3,3,3,1,3,1,2,1,3,4,3,3,3,3,4,0,1,0,0,0,0,0,0,0,0
"28",37,"AL01979",31.14739,-85.36489,"TOMBIGBEE","N",1978,37,51,290000,60400,60400,33.588938,NA,NA,7.277091728,0.142688073,NA,14892.4425,443.373494,0.033917225,74502192,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.66,3.21,12.46,27.28,31.63,4.34,65,"Southeastern Plains",1354.02,1363.28,9.26,"AL34","AL",34,"Aliceville lake",-85.36489,31.14739,"CPL                3",3,1,1,1,1,1,2,1,2,1,3,3,2,1,1,3,0,3,0,0,0,0,2,2,2,1,1,0,2,2,2,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,4,4,4,1,3,3,1,1,1,1,4,3,3,3,3,4,4,2,2,1,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0
"29",38,"AL01980",32.83333,-88.16667,"TOMBIGBEE","N",1977,38,46,225000,58000,45290,25.899904,248.3241011,13.76463457,9.062479195,0.197010417,10282.8,18679.00788,721.2,0.048101492,55864309.2,33.2,3.16e+12,8876,3,4,1.3,8.9,0.2,0.6,0.1,0.4,26.5,12.6,18,0,0,14.1,14.4,0,2.8,68,21,93,631,54,7,9,44,17,9,44,14,24,3,5,0,0,0,0,0.94106,0.91446,13.27,3.5,9.76,27.02,31.89,4.87,65,"Southeastern Plains",1354.02,1363.28,9.26,"AL15","AL",15,"Gainesville Reservoir",-88.16667,32.83333,"CPL                3",2,2,0,0,1,0,2,2,2,1,3,3,3,3,3,2,0,2,1,0,0,0,1,1,2,1,1,0,3,3,3,1,1,0,0,2,1,0,1,1,2,0,1,1,1,1,1,1,1,1,2,3,3,3,3,3,1,3,3,3,1,1,1,3,4,4,3,3,3,4,2,2,1,4,4,4,4,3,3,3,1,0,0,0,0,0,0,0,0,0
"30",39,"AL01981",33.21,-87.585,"BLACK WARRIER","N",1992,23,49,52000,13800,12340,3.1970194,38.55952462,6.0835058,17.46831433,0.356496211,7770.94,12486.34179,3905.620253,0.263899742,15221143.2,37.5,3.16e+12,9054,2.73,4,1.5,0.2,0.5,1.6,0.4,0.9,34.6,16.8,26.1,0,0,10.1,5,0,2.1,81,11,108,756,60,19,21,16,6,27,54,17,17,2,1,0,0,0,0,0.90967,0.78141,13.54,3.51,10.03,27.13,31.97,4.84,65,"Southeastern Plains",1354.02,1363.28,9.26,"AL45","AL",45,"Oliver pool",-87.59278,33.20636,"CPL                3",0,0,2,4,1,2,0,3,3,1,1,1,1,1,1,1,0,1,1,2,0,1,1,1,2,2,3,0,1,1,2,1,1,0,0,1,1,1,2,3,3,2,1,1,1,1,1,1,1,1,4,4,2,3,3,3,2,3,3,1,1,1,1,2,2,2,3,3,1,4,1,1,1,2,2,3,3,3,2,2,0,1,0,0,0,0,0,0,0,0.830130325606415
"31",41,"AL05901",34.39667,-87.98833,"Bear Creek","CRSO",1969,46,62,39100,39700,2550,1.2949952,108.9525286,27.00835453,124.0622152,2.001003471,351.58,598.28769,462,2.944869508,3145374,176.8,6.03e+12,16836,1.31,2,2.2,0,0.2,0.3,0,0.3,36.5,12.5,21.1,0,0,17.1,8.3,0,1.5,100,12,137,1121,51,5,7,33,7,29,71,13,14,1,1,0,0,0,0,0.7737,0.45191,11.51,3.66,7.85,25.84,30.83,4.99,65,"Southeastern Plains",1354.02,1363.28,9.26,"AL3","AL",3,"Bear Creek Reservoir",-87.98833,34.39667,"CPL                1",1,1,1,0,0,1,1,0,1,0,1,1,1,3,3,0,3,0,0,2,1,0,0,0,0,0,0,3,0,0,0,1,4,1,0,1,0,0,0,0,1,3,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,3,3,1,1,1,2,3,3,3,3,2,4,2,3,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0
"32",42,"AL05902",34.545,-87.975,"Cedar Creek","CRO",1979,36,92,34500,105740,29900,8.3770002,108.9525286,10.61910566,51.08200834,0.555239221,351.58,463.60821,55.34299517,0.476742977,36881052,176.8,6.03e+12,16836,1.31,2,3.3,0.2,0.3,0.6,0.1,0.5,41.8,12.7,21,0,0,11.4,3.6,0,4.5,94,24,130,638,29,6,7,21,5,22,60,19,22,4,6,0,0,0,0,0.72875,0.21483,11.54,3.68,7.86,25.87,30.87,5,65,"Southeastern Plains",1354.02,1363.28,9.26,"AL4","AL",4,"Cedar Creek Reservoir",-87.975,34.545,"CPL                1",1,1,1,1,0,4,1,1,1,1,1,1,1,3,3,0,2,0,0,2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,2,3,1,1,1,1,3,3,3,3,3,3,4,3,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0
"33",43,"AL05903",34.455,-87.982,"Little Bear Creek","CRSO",1975,40,79,18700,41400,21100,3.8849856,NA,NA,43.124901,0.545884823,NA,157.98939,40.66666667,0.591008882,26026428,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.52,3.67,7.86,25.85,30.85,5,65,"Southeastern Plains",1354.02,1363.28,9.26,"AL21","AL",21,"Little Bear Creek Reservoir",-87.982,34.455,"CPL                1",1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,3,3,1,1,1,3,3,3,3,3,3,4,2,2,1,3,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0
"34",45,"AL07702",34.795,-87.625,"Tennessee River","HCNSR",1924,91,103,671000,640200,587000,60.7029,229.4070107,8.306094297,42.67990202,0.414367981,322.517,79642.1925,1312,0.147971916,724052760,154.8,6.03e+12,17289,1.26,2,0.8,3.9,0.1,0.1,0,0.2,26.7,5,13.4,0,0,26.2,23.1,0,0.5,91,27,126,1054,131,3,3,49,23,23,65,7,8,0,0,0,0,0,0,0.8571,0.53255,11.9,3.69,8.21,26.21,31.21,5,71,"Interior Plateau",1289.56,1353.93,64.38,"AL46","AL",46,"Wilson Reservoir",-87.625,34.795,"SAP                1",1,1,1,1,1,1,1,1,1,1,1,1,2,1.984647489,2,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,0,0,2,3,0,0,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,3,1,1,1,1,3,3,3,3,3,4,3,3,3,1,3,3,4,4,3,3,3,0,1,0,0,0,0,0,0,0,0
"35",46,"AL09301",34.27167,-87.695,"Bear Creek","CRO",1978,37,79,42000,36600,19300,4.451546,NA,NA,33.27265089,0.421172796,NA,282.30891,63.41818182,0.4259833,23806164,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.54,3.62,7.92,25.73,30.68,4.95,68,"Southwestern Appalachians",1438.69,1485.93,47.24,"AL35","AL",35,"Upper Bear Creek Reservoir",-87.695,34.27167,"SAP                1",1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,0,0,1,1,1,1,1,1,2,1,3,1,1,1,3,3,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,3,3,3,3,2,3,3,1,1,1,1,3,3,4,3,3,3,4,3,3,1,3,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0
"36",47,"AL09501",34.42167,-86.39333,"Tennessee River","NCHR",1939,76,78,650000,1049000,886000,284.089572,1007.667724,16.86493195,14.94298564,0.191576739,304.61,63325.2555,222.9059829,0.02394806,1092863280,169.5,6.03e+12,16663,1.23,2,0.3,6.5,0.3,0.7,0.1,0.8,25.9,7.4,15.7,0,0,28.4,13.4,0,0.6,100,24,137,1057,137,8,7,34,12,33,73,8,8,0,0,0,0,0,0,0.86254,0.53495,11.75,3.55,8.2,25.76,30.58,4.82,68,"Southwestern Appalachians",1438.69,1485.93,47.24,"AL12","AL",12,"Guntersville Reservoir",-86.39333,34.42167,"SAP                1",2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,4,0,4,1,0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,0,3,3,1,1,1,1,1,1,1,1,1,1,1,4,3,4,3,2,3,3,1,1,1,1,5,4,4,3,3,5,3,3,3,1,4,3,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0
"37",48,"AL83001",33.3,-85.6,"TALLAPOOSA","HFR",1983,32,121,310000,426000,426000,43.14357446,195.3033245,8.387769075,39.95863634,0.330236664,2034.99,3763.25547,87.22633899,0.164328617,525462480,NA,3.15e+12,8468,2.14,3,1.4,1,0.3,0.6,0.1,0.6,38.2,17.5,22,0,0,12.6,4.5,0,1.2,66,20,91,550,71,10,9,16,6,30,65,21,19,1,1,0,0,0,0,0.76558,0.31197,12.32,3.42,8.91,25.51,30.17,4.67,45,"Piedmont",1204.47,1274.98,70.51,"AL29","AL",29,"Harris",-85.613,33.2585,"SAP                1",1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,3,2,2,1,1,2,0,0,3,1,1,2,1,2,1,1,3,1,0,1,1,2,1,1,1,1,2,1,1,2,2,1,1,3,3,3,2.5,1,3,3,2,2,2,2,3,3,3,4,3,4,3,2,3,1,3,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0,4.75939837205814
"38",49,"AR00001",34.78355,-92.85,"ALUM FORK CREEK","S",1938,77,110,64911,63264,41799,5.1799808,38.20612542,4.735477889,49.42488654,0.44931715,54.259,111.36957,21.5,0.586600203,51558230.52,NA,8.04e+12,21918,0.75,1,0,0,0,0,0,0,39.3,33.8,26.4,0,0,0.1,0,0,0.4,89,10,139,402,19,2,4,0,0,0,0,43,94,1,2,0,0,0,0,0.50417,0.16499,12.21,4.02,8.19,26.72,32.15,5.43,36,"Ouachita Mountains",1362.21,1345.45,-16.76,"AR60","AR",60,"Lake Winona",-92.85,34.79667,"SAP                1",1,1,4,4,1,4,1,1,1,1,1,1,2,1,2,1,3,1,1,3,1,1,0,1,3,0,1,4,1,1,1,1,3,0,0,3,1,0,3,1,1,1,1,1,1,1,1,0,1,1,1,1,2,2,2,2,1,3,3,3,1,1,1,2,3,3,3,2,2,5,1,1,1,2,3,3,3,4,3,2,1,0,0,0,0,0,0,0,0,1.4554899825476
"39",50,"AR00004",34.71669,-92.63353,"BRUSHY CREEK","S",1956,59,86,6416,5936,2240,1.0724179,18.6961411,5.092896391,22.39994858,0.260464518,NA,NA,NA,0.584286157,2762995.2,NA,8.04e+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.26,4,8.25,26.92,32.32,5.41,36,"Ouachita Mountains",1362.21,1345.45,-16.76,"AR54","AR",54,"Lake Norrell",-92.645,34.71833,"SAP                1",1,1,4,4,1,4,1,3,1,1,1,2,2,3,2,1,4,1,1,3,3,1,0,1,2,0,4,4,0,1,1,1,3,0,0,3,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,3,4,2,1,1,3,2,2,3,3,2,5,1,2,1,2,2,3,3,4,3,2,0,1,0,0,0,0,0,0,0,1.06629672006465
"40",51,"AR00013",34.61666,-92.51688,"HURRICANE CREEK","R",1944,71,33,63545,10386,3683,1.34355752,8.817313813,2.145868264,31.28306071,0.947971537,115.904,56.461782,42.02409639,0.729023803,4542906.84,NA,8.04e+12,21283,1.04,1,1.8,10.4,0.3,3.4,0.4,0.5,14.4,41.5,14.6,0,0,9.7,0.3,0,2.7,72,24,110,366,44,29,28,6,9,6,25,21,37,3,1,0,0,0,0,0.72671,0.77563,12.38,3.99,8.39,27.02,32.41,5.4,35,"South Central Plains",1329.28,1264.43,-64.85,"AR41","AR",41,"Hurricane Lake",-92.52972,34.61666,"SAP                1",2,1,3,3,1,2,2,4,1,1,1,1,2,4,4,3,1,1,1,3,3,2,0,1,1,0,4,3,1,1,1,1,1,0,0,2,1,0,2,2,3,1,1,2,1,1,1,0,1,1,3,1,4,3,4,3,2,3,3,2,1,1,1,3,4,4,3,4,3,5,2,3,1,4,4,3,3,3,4,4,0,1,0,0,0,0,0,0,0,1.17758025487101
"41",52,"AR00042",35.1335,-92.43353,"BEAVER FORK","S",1956,59,23.5,4295,19514,10600,5.64132284,18.01550815,2.139690362,13.99853314,0.595682261,NA,28.48989,5.050215208,0.159203516,13074888,90.2,1.11e+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.89,4.03,7.85,27.05,32.47,5.42,37,"Arkansas Valley",1210.94,1212.26,1.32,"AR6","AR",6,"Beaver Fork Lake",-92.44527,35.14333,"SAP                1",1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,2,2,3,3,3,3,2,3,3,3,2,1,1,3,3,4,3,3,3,3,2,2,1,3,4,4,4,3,3,3,0,1,0,0,0,0,0,0,0,1.52776414562286
"42",54,"AR00081",34.85006,-92.48339,"MAUMELLE CREEK","S",1957,58,62,8628,220000,221000,36.017054,99.65692752,4.684338722,24.83140367,0.400506511,204.981,355.605627,9.873258427,0.111765504,272599080,NA,1.11e+13,36003,1.3,1,10.4,0.3,0,0,0,0.1,33.3,32.7,20.7,0,0,1.8,0.2,0,0.5,72,10,109,157,4,6,8,4,5,1,13,37,72,1,1,0,0,0,0,0.94961,0.95859,12.21,4.01,8.2,27.14,32.54,5.4,36,"Ouachita Mountains",1362.21,1345.45,-16.76,"AR52","AR",52,"Lake Maumelle",-92.48695,34.85361,"SAP                1",0,0,2,1,1,4,0,1,0,0,2,2,2,1,1,1,1,1,0,0,0,3,1,1,2,0,1,3,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,2,2,2,3,1,3,3,2,1,1,1,2,2,3,2,2,3,5,2,1,1,3,2,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0.510977324930734
"43",56,"AR00127",34.70005,-92.13333,"ARKANSAS RIVER-OS","R",1955,60,7,315,720,420,1.39211984,10.58189661,2.52999751,2.093018451,0.299002636,NA,NA,NA,0.047917632,518061.6,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.47,3.98,8.49,27.33,32.72,5.39,73,"Mississippi Alluvial Plain",1393.15,1359.99,-33.16,"AR19","AR",19,"Pool 6/Little Rock Pool Arkansas River",-92.155,34.66667,"CPL                4",1,2,4,4,3,3,2,4,3,1,3,3,3,2,2,1,1,1,3,1,1,1,3,2,2,1,4,1,2,2,1,2,2,2,1,2,1,1,3,3,3,4,3,3,3,4,0,0,4,4,3,3,4,4,4,4,3,4,2,2,2,4,3,3,2,2,4,2,3,4,2,1,1,4,3,4,4,3,3,3,0,1,0,0,0,0,0,0,0,4.20186310494437
"44",57,"AR00150",34.57333,-93.18833,"OUACHITA RIVER","HCR",1953,62,216,45000,3760700,2151100,162.279086,1047.539859,23.19712546,93.7828271,0.434179755,155.125,2861.93895,17.63591022,0.198862387,2653338828,NA,8.04e+12,21902,1.17,1,0.3,0,0,0.3,0,0.3,55.9,10.4,22.8,0,0,8.1,0.1,0,1.7,93,13,145,546,46,3,4,2,2,19,56,30,35,2,3,0,0,0,0,0.5224,0.11505,11.97,4.03,7.95,26.53,31.92,5.39,36,"Ouachita Mountains",1362.21,1345.45,-16.76,"AR9","AR",9,"Lake Ouachita",-93.18833,34.57333,"SAP                1",1,1,2,2,1,1,1,2,1,1,2,2,1,2,2,2,3,2,1,3,1,1,0,1,2,1,1,2,1,1,1,2,2,1,1,2,2,0,2,0,2,2,1,1,0,1,2,1,1,0,1,1,3,3,3,3,3,3,4,4,4,3,2,4,3,4,2,4,4,3,2,3,1,4,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0
"45",58,"AR00151",34.22,-93.11,"CADDO RIVER","CHRS",1969,46,238,67000,1377100,654700,54.227924,300.9500768,11.52863423,102.7684208,0.431800087,12.9959,1173.26547,21.6358209,0.376971742,807559356,NA,8.04e+12,21215,0.25,2,4.1,0.3,0,0.1,0,0.3,47.4,16.9,18.1,0,0,12,0.2,0,0.6,11,3,18,24,2,5,8,8,5,8,26,30,61,0,0,0,0,0,0,0.65334,0.7186,12.7,4,8.71,27.05,32.43,5.38,36,"Ouachita Mountains",1362.21,1345.45,-16.76,"AR20","AR",20,"DeGray Lake",-93.11,34.22,"SAP                1",1,1,2,2,1,3,1,2,1,1,1,2,1,2,1,2,2,2,1,3,1,2,0,1,2,0,2,3,1,1,1,1,2,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,3,3,3,4,2,1,3,4,4,3,4,4,4,2,3,1,4,4,3,3,3,3,3,0,1,0,0,0,0,0,0,0,0
"46",58,"AR00151",34.22,-93.11,"CADDO RIVER","CHRS",1969,46,238,67000,1377100,654700,54.227924,300.9500768,11.52863423,102.7684208,0.431800087,12.9959,1173.26547,21.6358209,0.376971742,807559356,NA,8.04e+12,21215,0.25,2,4.1,0.3,0,0.1,0,0.3,47.4,16.9,18.1,0,0,12,0.2,0,0.6,11,3,18,24,2,5,8,8,5,8,26,30,61,0,0,0,0,0,0,0.65334,0.7186,12.7,4,8.71,27.05,32.43,5.38,36,"Ouachita Mountains",1362.21,1345.45,-16.76,"AR21","AR",21,"DeGray Reregulation Lake",-93.10333,34.23861,"SAP                3",2,1,3,3,2,2,2,1,1,1,1,2,2,2,2,3,2,1,1,2,1,2,0,1,1,1,1,4,1,1,1,2,1,1,1,1,1,0,2,1,1,3,4,4,2,4,2,2,3,3,1,1,3,3,2,3,2,3,3,3,2,2,2,3,3,3,2,2,2,5,2,2,1,2,3,3,3,2,3,3,0,1,0,0,0,0,0,0,0,2.15387506395111
"47",59,"AR00154",34.14833,-93.715,"LITTLE MISSOURI RIVER","CHR",1950,65,187,42300,600600,279700,29.137392,247.579544,12.93851136,83.41647517,0.446077407,4.2371,613.82763,21.06666667,0.417433308,345004356,NA,8.04e+12,21921,0.22,2,0.1,0.1,0,0,0,0.2,53.3,15.1,25.5,0,0,4,0,0,1.7,35,7,53,190,16,1,2,3,2,12,42,33,49,3,5,0,0,0,0,0.01303,0.03929,11.91,4.03,7.88,26.28,31.62,5.34,36,"Ouachita Mountains",1362.21,1345.45,-16.76,"AR72","AR",72,"Greeson",-93.715,34.14833,"SAP                1",1,1,0,0,1,2,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,3,0,0,3,0,0,0,1,0,0,0,0,0,0,2,2,0.684125882,1,1,0,3,3,3,3,1,3,3,4,1,1,3,3,3,3,3,4,3,2,2,2,1,3,3,3,3,2,3.1,3,1,0,0,0,0,0,0,0,0,0
"48",60,"AR00157",35.10167,-93.64333,"PETIT JEAN","CSR",1947,68,81,76300,258000,25000,11.7763626,59.58805885,4.898335688,88.65959028,1.094562843,624.267,1263.91512,107.3264605,0.697879978,30837000,NA,1.11e+13,36899,1.68,2,1.1,0.3,0,0.1,0,0.1,44.7,6.4,21.7,0,0,24.6,0.7,0,0.1,44,16,72,323,33,5,2,12,3,33,75,19,20,0,0,0,0,0,0,0.8904,0.91558,11.54,4.12,7.42,26.8,32.25,5.45,37,"Arkansas Valley",1210.94,1212.26,1.32,"AR10","AR",10,"Blue Mountain Lake",-93.64333,35.10167,"SAP                1",2,4,1,1,1,3,4,1,1,1,2,1,2,2,2,1,3,0,1,1,2,2,1,1,1,1,1,2,4,1,4,1,1,2,2,1,1,1,1,0,1,1,1,1,1,1.734385995,1,1,2,3,1,1,3,4,3,3,4,2,2,3,1,1,1,3,3,3,3,3,2,4,3,3,1,3,2,3,3,3,3,4,1,0,0,0,0,0,0,0,0,0
"49",61,"AR00159",36.25,-92.24,"NORTH FORK OF THE WHITE","CHSRF",1944,71,206,331000,1983000,31000,89.03092,507.2287705,15.16450853,90.13615671,0.437554159,210.579,4677.52194,52.53818182,0.258041293,38237880,NA,1.1e+13,36944,1.32,1,0.8,0.2,0.1,0,0,0.1,51.7,4.7,9.5,0.3,0,30.3,1.1,0,1.1,71,9,102,334,40,2,2,18,14,26,58,23,24,1,2,0,0,0,0,0.71529,0.29735,10.07,4.16,5.91,25.48,30.9,5.42,39,"Ozark Highlands",1142.71,1180.65,37.94,"AR74","AR",74,"Norfork",-92.24,36.25,"SAP                1",0,0,0,0,0,5,0,1,0,0,0,1,0,2,1,0,5,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,4,0,0,4,0,0,0,0,1,4,0,0,0,4,0,0,4,3,2,3,3,3,3,3,1,3,3,3,3,1,4,4,3,3,4,3,5,4,3,3,1,3,3,3,3,3,2,2,0,1,0,0,0,0,0,0,0,0
"50",62,"AR00160",36.36333,-92.57333,"WHITE","CHSR",1951,64,238,5e+05,5408000,3048000,1838.893184,1211.714167,7.971073713,11.90138113,0.050005803,6114.4,15703.10937,8.53943662,0.007496865,3759647040,NA,1.1e+13,33994,2.51,4,3.9,0.4,0.2,0.9,0.4,0.3,40.7,10.2,7.3,0.4,0.5,33.3,1.2,0,0.2,34,6,51,304,14,11,7,15,13,35,64,15,16,0,0,0,0,0,0,0.90606,0.92704,10.01,4.2,5.81,25.55,30.99,5.44,39,"Ozark Highlands",1142.71,1180.65,37.94,"AR12","AR",12,"Bull Shoals",-92.57333,36.36333,"SAP                1",0,0,0,0,0,5,0,1,0,0,0,1,0,2,1,0,5,0,3,1,1,1,0,3,1,1,2,1,0,0,0,0,2,0,0,2,0,0,0,0,1,4,2,0,0,5,3,0,3,3,2,2,3,3,3,3,4,3,3,3,1,4,2,3,3,3,4,3,3,3,3,3,1,3,3,3,3,3,2,2,0,1,0,0,0,0,0,0,0,0
