FID,Field1,nid_id,lat,lon,river,purpose,yr_comp,res_age,hydr_hght,max_dis,max_stor,norm_stor,surf_area_,res_perim_,sdi,mean_depth,mean_max_d,mean_q,drain_area,catch_surf,rel_depth_,lake_vol_m,elev,reach_code,e2rf1,mean_v,strahler,water,wetlands,urb_grass,lo_urb_dev,hi_urb_dev,industry,for_dec,for_ever,for_mixed,shrub,grass,pasture,crops,orchards,barren,tn_bg_kg_k,tp_bg_kg_k,tn_bg_kg_1,tn_kg_km2_,tp_kg_km2_,tn_point,tp_point,tn_fert,tp_fert,tn_ag_anml,tp_ag_anml,tn_forest,tp_forest,tn_barren,tp_barren,tn_shrub,tp_shrub,tn_grass,tp_grass,tn_frac,tp_frac,WinT_rcp85,WintT_abs,WinT_hist,SumT_hist,SumT_rcp85,SumT_abs,US_L3CODE,US_L3NAME,Histprecip,RCP85preci,ABSprecip,NAME
51,3391,UT10133,39.78,-111.1083,PRICE RIVER,I,1945,70,66,6200,87900,73600,13.28179452,32.08930982,2.483858715,26.78238824,0.405793761,46.7914,416.98839,31.39549055,0.198509605,90784128,7618,1.41E+13,42464,0.46,2,0.2,0,0,0,0,0,33.2,21.8,11.7,25,8,0,0,0,0.1,42,6,61,153,12,2,2,0,0,0,0,47,56,0,0,17,28,3,14,0,0,0.83,5.19,-4.36,14.54,19.93,5.4,19,Wasatch and Uinta Mountains,619.13,695.26,76.13,Upper Colorado
52,3392,UT10134,40.28472,-109.8764,UNITA RIVER OS,R,1970,45,60,70,11779,11103,1.86964932,7.434193762,1.533729212,25.49561247,0.424926874,0,7.76997,4.155844156,0.503669873,13695328,NA,1.41E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,5.51,-2.42,21.68,26.99,5.31,20,Colorado Plateaus,306.78,337.73,30.96,Upper Colorado
53,3393,UT10135,40.12667,-111.0967,STRAWBERRY RIVER,ISHRFC,1972,43,243,0,1127610,1106910,70.010678,139.9751339,4.719148471,65.17961915,0.268228885,33.0702,440.2983,6.289017341,0.210421581,1365351347,7573,1.41E+13,43139,0.6,1,5.3,0,0,0,0,0.1,37.6,17,10.2,24,6,0,0,0,0,45,7,67,15,0,0,0,0,0,0,0,48,59,0,0,17,29,2,11,0,0,0.5,5.2,-4.7,14.26,19.66,5.41,19,Wasatch and Uinta Mountains,619.13,695.26,76.13,Upper Colorado
54,3394,UT10136,40.19167,-110.4433,STRAWBERRY RIVER,S,1970,45,156,0,189000,167500,11.16557803,55.46907038,4.682795293,68.50113643,0.439109849,134.269,NA,NA,0.553755145,206607900,NA,1.41E+13,42414,0.68,3,2.1,0,0,0,0,0.1,15.2,24.2,4.7,45,7,0.3,0,0,1,4,1,7,49,2,1,1,0,1,0,1,29,31,3,0,33,55,3,12,0,0,3.34,5.33,-1.99,20.42,25.79,5.36,20,Colorado Plateaus,306.78,337.73,30.96,Upper Colorado
55,3395,UT10149,40.30222,-111.0489,CURRENT CREEK,ISRF,1975,40,123,850,17210,15670,1.1735894,8.336584166,2.170825633,59.34469135,0.482477165,34.9028,33669.87,28689.65517,1.47973651,19328632,7678,1.41E+13,42418,0.62,1,0.2,0,0,0,0,0.1,29.8,25.3,8.2,31,5,0.3,0,0,0,13,3,24,87,6,0,0,0,0,0,1,45,55,0,0,21,35,2,9,0,0,1.16,5.23,-4.07,14.87,20.29,5.41,19,Wasatch and Uinta Mountains,619.13,695.26,76.13,Upper Colorado
56,3399,UT82901,40.58333,-109.4667,BIG BRUSH CREEK,ISFR,1979,36,139,5510,33600,26000,3.035145,25.58800331,4.143254088,44.79989715,0.322301418,35.4576,214.96917,70.82666667,0.694620983,32070480,NA,1.41E+13,42388,0.62,1,1.2,0,0,0,0,0.2,9,45.3,1.6,37,4,0.2,0,0,1.3,16,3,24,60,2,3,2,0,0,0,1,42,47,4,1,27,41,2,7,0,0,3.55,5.3,-1.75,20.7,25.97,5.27,20,Colorado Plateaus,306.78,337.73,30.96,Upper Colorado
57,3400,UT82904,40.97667,-110.3767,EAST FORK SMITH CREEK,ISFR,1978,37,121,5860,15932,14020,1.23024544,6.50436259,1.654259938,52.40777442,0.433122103,42.8,126.90951,103.1578947,1.276322538,17293390,NA,1.4E+13,41968,0.68,1,0.9,0.1,0,0,0,0,3.4,33,0.2,46,8,5.8,0,0,2.7,6,5,18,133,13,3,3,8,5,3,7,24,28,7,0,30,45,3,11,0,0,-0.88,5.33,-6.21,11.81,17.18,5.38,19,Wasatch and Uinta Mountains,619.13,695.26,76.13,Upper Colorado
58,3402,UT82911,40.54,-110.6675,ROCK CREEK,ISR,1986,29,198,75000,35253,33123,1.27071404,6.926080801,1.733239312,112.2704429,0.567022439,0,264.17898,207.8980892,2.690308754,40856558,8161,1.41E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,5.3,-5.26,13.18,18.58,5.4,19,Wasatch and Uinta Mountains,619.13,695.26,76.13,Upper Colorado
59,3811,WY01281,41.96972,-110.6542,HAM S FORK RIVER,OI,1967,48,77,14800,77635,69645,7.83472096,21.97909524,2.215097951,40.10063108,0.520787417,150.661,603.46767,77.02479339,0.386990268,85905715,7240,1.4E+13,41954,1.15,1,1.1,5.2,0,0,0,0,1.9,20.7,0.9,36,33,0.6,0,0,0.1,46,9,62,95,8,0,0,1,0,0,1,21,17,0,0,31,34,17,48,0,0,-0.04,5.15,-5.2,14.99,20.38,5.4,18,Wyoming Basin,291.69,329.56,37.87,Upper Colorado
60,3824,WY01386,42.29583,-107.9444,BIG SANDY CREEK,IC,1952,63,10,7350,54400,39700,12.9904206,0,0,16.94700159,1.694700159,0,1033.40601,79.55140187,0.127011155,48969156,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,4.95,-3.75,17.47,22.78,5.31,18,Wyoming Basin,291.69,329.56,37.87,Upper Colorado
61,3825,WY01387,42.21833,-109.4067,BIG SANDY CREEK,IC,1951,64,69,7350,54400,39700,10.1576186,39.6818163,3.512290933,21.67325702,0.314105174,89.3299,1137.00561,111.936255,0.183691404,48969156,6758,1.4E+13,41909,0.66,2,1.2,0.9,0,0,0,0.2,0.1,7.4,0.2,66,22,1,1,0,0.2,2,2,4,61,3,0,0,4,2,1,3,6,4,1,0,54,61,10,30,0,0,-2.26,5.1,-7.36,16.39,21.7,5.31,18,Wyoming Basin,291.69,329.56,37.87,Upper Colorado
62,3826,WY01388,42.24,-109.3817,LITTLE SANDY CREEK OS,I,1906,109,20,0,13164,13164,4.71863876,11.09390894,1.440691926,11.28985401,0.564492701,0,15.53994,3.293310463,0.140391419,16237531,6709,1.4E+13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.33,5.08,-7.41,16.25,21.56,5.31,18,Wyoming Basin,291.69,329.56,37.87,Upper Colorado
63,3827,WY01389,42.005,-110.0394,GREEN RIVER,HSFR,1963,52,121,20000,405160,345360,32.60959788,62.21257911,3.073267586,50.28035119,0.415540092,1804.75,10813.20825,331.5959295,0.237840705,425994653,6506,1.4E+13,43182,2.04,3,1.6,3.8,0,0,0,0,0.3,16.1,0.1,49,23,3.7,0,0,2.1,15,4,18,92,9,1,1,5,3,2,5,14,11,7,0,41,49,11,31,0,0,-2.01,5.17,-7.18,16.28,21.63,5.36,18,Wyoming Basin,291.69,329.56,37.87,Upper Colorado
64,3828,WY01389,42.005,-110.0394,GREEN RIVER,HSFR,1963,52,121,20000,405160,345360,32.60959788,62.21257911,3.073267586,50.28035119,0.415540092,1804.75,10813.20825,331.5959295,0.237840705,425994653,6506,1.4E+13,43182,2.04,3,1.6,3.8,0,0,0,0,0.3,16.1,0.1,49,23,3.7,0,0,2.1,15,4,18,92,9,1,1,5,3,2,5,14,11,7,0,41,49,11,31,0,0,-2.01,5.17,-7.18,16.28,21.63,5.36,18,Wyoming Basin,291.69,329.56,37.87,Upper Colorado
65,3829,WY01390,41.00667,-110.5533,BLACKS FORK RIVER,I,1970,45,166,6250,38720,32470,1.91416478,12.00534973,2.447823201,81.86027719,0.4931342,112.711,391.08849,204.3128964,1.59824794,40051096,8699,1.4E+13,41960,0.75,2,1.4,0.1,0,0.1,0,0.3,5.7,31,1.5,31,7,18,0,0,3.6,10,5,19,151,13,5,5,19,15,6,20,22,24,8,0,17,27,2,9,0,0,-0.57,5.31,-5.89,12.05,17.46,5.41,19,Wasatch and Uinta Mountains,619.13,695.26,76.13,Upper Colorado
66,3831,WY01709,41.41806,-110.2819,"AUSTIN WASH, TR BLACK ROCK DRW",IPO,1976,39,15,0,3635,2295,1.08455848,0,0,13.5634017,0.90422678,0,23.827908,21.97014925,0.351805593,2830837,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,5.23,-3.86,17.32,22.71,5.4,18,Wyoming Basin,291.69,329.56,37.87,Upper Colorado
67,3835,WY02304,41.27,-107.3,SAVERY CREEK,IR,2003,12,120,34025,30387,22433,1.951800578,0,0,63.0042095,0.525035079,0,279.71892,143.3132905,1.21818276,27670657,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,4.88,-3.39,16.65,21.79,5.14,21,Southern Rockies,601.32,643.52,42.21,Upper Colorado
68,1280,MD00001,39.6196,-76.7074,Gunpowder Falls,R,1936,79,0,24500,90100,60100,6.07029,73.61220949,8.428300761,60.06652877,0,154.688,207.1992,34.13333333,0.658549491,74132148,520,2.06E+12,3428,0.88,2,3.1,0.3,0,0.5,0,0.2,33.2,4.9,3.2,0,0,45.8,9,0,0,65,18,116,903,27,15,31,47,24,9,34,5,11,0,0,0,0,0,0,0.75587,0.29157,7.33,4.36,2.97,22.78,27.74,4.96,64,Northern Piedmont,1169.27,1267.91,98.64,Chesapeake
69,1281,MD00002,39.43,-76.54333,Gunpowder River,R,1923,92,0,27000,91900,72700,9.712464,77.08187792,6.9772208,38.29157876,0,481.578,784.76697,80.8,0.331893819,89673996,240,2.06E+12,3425,1.51,2,2.1,0.6,0.5,4.6,0,0.8,33.9,3.5,4.6,0,0,40.1,9,0,0.3,53,18,93,959,44,36,59,33,17,5,16,5,9,0,0,0,0,0,0,0.92026,0.63932,8.8,4.31,4.5,24.56,29.47,4.91,64,Northern Piedmont,1169.27,1267.91,98.64,Chesapeake
70,1282,MD00003,39.37667,-76.89083,"North Branch, Patapsco River",R,1953,62,0,96800,177000,132000,12.56954716,127.7538109,10.16503643,56.98634696,0,120.368,424.75836,33.79265937,0.43418179,162819360,420,2.06E+12,3434,0.77,2,2.1,1.3,0.1,2.1,0,0.4,24.7,2.8,2.9,0,0,45.1,18,0,0,51,15,91,900,20,21,37,50,24,10,34,3,5,0,0,0,0,0,0,0.6842,0.24268,8.3,4.3,4,23.91,28.87,4.96,64,Northern Piedmont,1169.27,1267.91,98.64,Chesapeake
71,1284,MD00005,39.1934,-77.0055,Patuxent River,HS,1943,72,0,83000,19560,17200,3.4802996,32.6600347,4.938592781,22.74413383,0,159.681,199.42923,57.30232558,0.329322717,21215856,366,2.06E+12,3455,0.9,2,1.8,5.1,0.2,6.6,0,1.7,29.9,4,5.7,0,0,36.2,6,0,2.4,49,18,85,1016,44,47,66,28,15,3,10,4,7,1,2,0,0,0,0,0.74745,0.41713,8.48,4.26,4.22,23.94,28.9,4.96,64,Northern Piedmont,1169.27,1267.91,98.64,Chesapeake
72,1285,MD00014,39.5075,-79.13445,Savage River,O,1952,63,0,97200,31800,20000,1.4568696,15.06498346,3.520896102,88.33313055,0,130.45,271.94895,186.6666667,1.976850763,24669600,NA,2.07E+12,3523,1.09,1,0.6,1,0,0.1,0,0.1,66.4,8.8,11.5,0,0,9.3,1,0,1.4,114,16,190,489,18,4,9,11,12,6,25,22,51,1,3,0,0,0,0,0.77928,0.66497,5.27,4.3,0.97,20.59,25.68,5.09,67,Ridge and Valley,1175.45,1253.37,77.91,Chesapeake
73,1286,MD00020,39.11666,-76.87666,Patuxent River,R,1953,62,0,65200,22000,17000,3.12822278,50.5968836,8.069931017,28.460478,0,159.681,341.87868,109.2884864,0.434664284,20969160,270,2.06E+12,3455,0.9,2,1.8,5.1,0.2,6.6,0,1.7,29.9,4,5.7,0,0,36.2,6,0,2.4,49,18,85,1016,44,47,66,28,15,3,10,4,7,1,2,0,0,0,0,0.74745,0.41713,8.82,4.23,4.59,24.5,29.43,4.93,64,Northern Piedmont,1169.27,1267.91,98.64,Chesapeake
74,1287,MD00028,38.25167,-76.535,"West Branch, St. Mary s River",RO,1975,40,0,20576,9600,3200,1.011715,0,0,38.39991185,0,0,22.791912,22.528,1.031244715,3947136,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.97,3.95,6.02,24.82,29.4,4.58,65,Southeastern Plains,1354.02,1363.28,9.26,Chesapeake
75,1288,MD00069,39.48022,-79.07167,NORTH BRANCH POTOMAC RIVER,CSR,1981,34,282,193000,130900,94700,3.9052199,0,0,135.647357,0.481018996,0,681.16737,174.4248705,1.854168473,116810556,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39,4.3,1.1,20.81,25.89,5.08,69,Central Appalachians,1225.78,1305.03,79.25,Chesapeake
76,1289,MD00078,39.4941,-77.8274,Potomac River,HR,1909,106,0,0,6460,6460,2.7316305,0,0,9.5703484,0,0,14762.943,5404.444444,0.156414631,7968281,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.61,4.35,3.26,23.28,28.32,5.04,67,Ridge and Valley,1175.45,1253.37,77.91,Chesapeake
77,1290,MD00087,39.14333,-77.255,Long Draught Branch,R,1975,40,0,2727,2792,1592,1.416401,0,0,7.977124544,0,0,7.510971,5.302857143,0.181056393,1963700,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37,4.25,4.12,23.81,28.77,4.97,64,Northern Piedmont,1169.27,1267.91,98.64,Chesapeake
78,1291,MD00097,39.661,-76.1735,Susquehanna River,HSR,1928,87,0,1170000,310000,301400,34.95272982,0,0,35.89200976,0,0,70144.69917,2006.844969,0.163990175,371770872,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.16,4.35,3.81,24.07,28.99,4.91,64,Northern Piedmont,1169.27,1267.91,98.64,Chesapeake
79,1292,MD00138,39.605,-77.92333,Potomac River,R,1850,165,0,340000,44300,4900,1.9829614,0,0,90.40795572,0,0,13208.949,6661.22449,1.734243686,6044052,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65,4.38,3.27,23.35,28.41,5.05,67,Ridge and Valley,1175.45,1253.37,77.91,Chesapeake
80,1293,MD00139,39.38805,-76.97639,Piney Run,R,1974,41,0,19520,8842,6036,1.20596428,12.08054332,3.103231222,29.67107282,0,0,26.935896,22.33557047,0.729838267,7445285,NA,2.06E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,4.3,3.8,23.64,28.61,4.97,64,Northern Piedmont,1169.27,1267.91,98.64,Chesapeake
81,1294,MD00271,39.185,-77.3,Little Seneca Creek,R,1984,31,0,49500,24185,13050,2.0436643,0,0,47.89097917,0,0,53.871792,26.36039604,0.904918653,16096914,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,4.26,4.03,23.7,28.67,4.97,64,Northern Piedmont,1169.27,1267.91,98.64,Chesapeake
82,1295,MD10004,39.606,-77.9231,Potomac River,HR,1919,96,0,117300,4900,4900,2.7316305,0,0,7.259242594,0,0,13208.949,4835.555556,0.118642677,6044052,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.65,4.38,3.27,23.35,28.41,5.05,67,Ridge and Valley,1175.45,1253.37,77.91,Chesapeake
83,2510,NY00352,42.86444,-75.68694,EATON BROOK,NR,1893,122,0,3060,7886,5714,1.1128865,7.822512169,2.091778532,28.6762978,0,14.3738,20.6163204,18.52509091,0.734274165,7048105,438.9,2.05E+12,3072,0.42,1,4.2,0.3,0.2,0.6,0,0.2,40.3,5.3,23.7,0,0,19.4,6,0,0,111,11,198,1081,60,7,15,18,22,16,40,13,23,0,0,0,0,0,0,0.69004,0.72273,2.91,5.24,-2.33,19.01,24.19,5.18,60,Northern Allegheny Plateau,1056.7,1156.05,99.35,Chesapeake
84,2511,NY00354,42.84639,-75.52695,PAYNE BROOK,NRO,1836,179,0,1070,2850,1717,1.0521836,0,0,10.9615133,0,0,21.2638179,20.20923077,0.288659167,2117885,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,5.24,-2.13,19.2,24.37,5.18,60,Northern Allegheny Plateau,1056.7,1156.05,99.35,Chesapeake
85,2512,NY00361,42.69417,-74.92139,SUSQUEHANNA RIVER,R,1900,115,0,0,345320,341094,17.0979835,32.77543849,2.235995653,81.73235675,0,0,176.9999166,10.35209467,0.533927363,420732627,365.8,2.05E+12,4232,0.72,2,8.1,2.7,0.4,0.4,0,0.3,24.2,4,18.1,0,0,34.7,7,0,0,91,10,153,626,13,4,7,19,27,20,49,10,17,0,0,0,0,0,0,0.51571,0.14107,3.18,5.19,-2.01,18.87,24.02,5.16,60,Northern Allegheny Plateau,1056.7,1156.05,99.35,Chesapeake
86,2544,NY00674,42.37,-77.107,Mud Creek,H,1929,86,0,1980,74000,74000,5.665604,22.34202471,2.647855683,52.85702151,0,46.7338,117.844545,20.8,0.599846573,91277520,335,2.05E+12,3184,0.7,1,1.7,1,0.2,0.2,0,0,48.3,1.8,20,0,0,22.3,4,0,0,52,8,87,363,32,8,10,18,25,13,34,21,32,0,0,0,0,0,0,0.76957,0.7815,4,5.1,-1.09,19.34,24.55,5.21,60,Northern Allegheny Plateau,1056.7,1156.05,99.35,Chesapeake
87,2549,NY00685,42.5036,-74.985,North Branch Susquehanna River,HR,1908,107,0,11200,7800,7800,1.47305704,0,0,21.42852224,0,0,909.08649,617.1428571,0.476917263,9621144,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27,5.13,-1.86,19.01,24.15,5.14,60,Northern Allegheny Plateau,1056.7,1156.05,99.35,Chesapeake
88,2585,NY01054,42.095,-75.90334,SUSQUEHANNA RIVER,S,1936,79,0,0,1360,1360,1.0521836,0,0,5.230757223,0,0,5956.977,5661.538462,0.137746129,1677533,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,5.02,-1.22,19.67,24.83,5.16,60,Northern Allegheny Plateau,1056.7,1156.05,99.35,Chesapeake
89,2586,NY01055,42.3412,-75.9701,OTSELIC RIVER,CR,1942,73,66,75000,176000,12500,4.856232,0,0,146.66633,2.222217121,0,660.44745,136,1.797799746,15418500,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83,5.09,-1.26,19.7,24.87,5.17,60,Northern Allegheny Plateau,1056.7,1156.05,99.35,Chesapeake
90,2882,PA00003,40.96,-78.52333,WEST BRANCH SUSQUEHANNA RIVER,CR,1965,50,102,164000,209000,9500,3.1970194,32.7716957,5.170364593,264.5563547,2.593689752,800.507,945.34635,295.6962025,3.996742467,11718060,354.2,2.05E+12,3252,1.86,2,0.2,0.1,0,1.3,0,0.2,57.3,10.7,10.3,0,0,14.7,2,0,3.1,89,14,153,653,32,12,27,6,14,4,18,19,42,3,0,0,0,0,0,0.87301,0.80839,4.58,4.65,-0.07,20.25,25.4,5.15,69,Central Appalachians,1225.78,1305.03,79.25,Chesapeake
91,2883,PA00004,40.43333,-78,RAYSTOWN BRANCH JUNIATA RIVER,CR,1973,42,216,301000,871000,514000,33.588938,200.7196264,9.76982073,104.9395181,0.485831102,1381.59,2486.3904,74.02409639,0.489104358,634008720,239.6,2.05E+12,61230,1.85,3,1.9,0.2,0,0.5,0,0.7,60.1,2,5.3,0,0,24.2,4,0,0.6,58,8,107,509,26,8,14,13,18,15,41,15,27,1,1,0,0,0,0,0.91177,0.89192,5.59,4.55,1.04,21.27,26.38,5.11,67,Ridge and Valley,1175.45,1253.37,77.91,Chesapeake
92,2884,PA00005,41.045,-77.61,BALD EAGLE CREEK,CR,1969,46,74,203000,186000,28800,7.0010678,0,0,107.514204,1.452894649,0,878.00661,125.4104046,1.097600523,35524224,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94,4.69,0.25,20.78,25.92,5.14,67,Ridge and Valley,1175.45,1253.37,77.91,Chesapeake
93,2885,PA00006,41.695,-75.485,LACKAWANNA RIVER,CSR,1960,55,61,37780,17000,12000,1.70777492,0,0,40.28426771,0.660397831,0,95.82963,56.11374408,0.832685037,14801760,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,4.9,-2.53,18.3,23.41,5.11,60,Northern Allegheny Plateau,1056.7,1156.05,99.35,Chesapeake
94,2890,PA00023,39.7972,-76.0422,Octoraro Creek,HSFR,1949,66,0,107300,7670,7670,2.70734934,29.3278123,5.028082678,11.46484662,0,94.2936,362.5986,133.9312407,0.188216071,9460792,85.3,2.05E+12,3387,0.95,1,0.7,1.1,0,1.3,0,0.4,18.9,1.7,1.5,0,0,58.8,15,0,0.1,85,26,146,1479,192,9,8,35,19,37,71,2,2,0,0,0,0,0,0,0.87615,0.91007,7.01,4.36,2.65,22.95,27.88,4.92,64,Northern Piedmont,1169.27,1267.91,98.64,Chesapeake
95,2928,PA00266,39.8169,-76.3011,Susquehanna River,H,1967,48,0,48900,60500,60500,4.04686,20.32775774,2.850527776,60.49986111,0,0,23.827908,5.888,0.812373767,74625540,NA,2.05E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24,4.39,2.86,23.19,28.13,4.94,64,Northern Piedmont,1169.27,1267.91,98.64,Chesapeake
96,2935,PA00335,40.08833,-76.87167,BEAVER CREEK,R,1959,56,0,0,8000,2800,1.38402612,14.50991646,3.479266216,23.39175917,0,0,45.324825,32.74853801,0.53709529,3453744,143.3,2.05E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.19,4.48,2.71,22.91,27.93,5.02,64,Northern Piedmont,1169.27,1267.91,98.64,Chesapeake
97,2936,PA00339,39.89695,-76.71389,EAST BRANCH CODORUS CREEK,S,1967,48,0,0,9475,5524,1.1735894,11.25711852,2.931325462,32.67233879,0,51.9796,103.5996,88.27586207,0.814671902,6813744,NA,2.05E+12,3414,0.74,1,1.9,0.4,0,2,0,0.3,26.3,2.3,2.3,0,0,50.2,14,0,0,79,22,142,1008,56,24,32,32,19,15,43,4,5,0,0,0,0,0,0,0.75106,0.31742,7.54,4.43,3.1,22.95,27.95,4.99,64,Northern Piedmont,1169.27,1267.91,98.64,Chesapeake
98,2942,PA00515,40.1258,-76.7236,Susquehanna River,HSR,1904,111,0,350000,7800,7800,6.0298214,0,0,5.234887311,0,0,64679.82027,10726.65772,0.057585841,9621144,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37,4.49,2.88,23.4,28.42,5.02,64,Northern Piedmont,1169.27,1267.91,98.64,Chesapeake
99,2943,PA00553,41.30833,-75.975,HUNTSVILLE CREEK,S,1891,124,0,0,6910,5880,1.5782754,12.21813341,2.743521452,17.71790804,0,0,21.496917,13.62051282,0.380961995,7252862,345.3,2.05E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74,4.79,-0.06,20.56,25.68,5.11,60,Northern Allegheny Plateau,1056.7,1156.05,99.35,Chesapeake
100,2944,PA00561,40.46167,-76.74528,CLARKS CREEK,S,1940,75,0,0,30800,23700,2.39574112,17.58681936,3.205252521,52.02690759,0,0,55.166787,23.02702703,0.90796409,29233476,196.3,2.05E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,4.57,0.83,21.58,26.65,5.07,67,Ridge and Valley,1175.45,1253.37,77.91,Chesapeake
101,2945,PA00562,41.17,-75.845,WAPWALLOPEN CREEK,S,1888,127,0,0,9337,7442,1.99914884,9.115197679,1.818605156,18.90076633,0,0,6.474975,3.238866397,0.361091655,9179558,NA,2.05E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,4.74,-1.04,19.68,24.76,5.08,62,North Central Appalachians,1143.26,1246.56,103.3,Chesapeake
102,2946,PA00576,41.265,-76.04945,PIKES CREEK,S,1911,104,0,0,10556,8823,1.618744,12.78502659,2.834702201,26.38993942,0,0,27.194895,16.8,0.56028618,10882994,322.8,2.05E+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,4.78,-0.07,20.62,25.73,5.11,60,Northern Allegheny Plateau,1056.7,1156.05,99.35,Chesapeake
103,2947,PA00590,40.85,-76.8075,SUSQUEHANNA RIVER,R,1969,46,0,0,38200,14209,12.14058,0,0,12.7333041,0,0,47396.817,3904,0.098714738,17526517,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,4.66,0.85,21.38,26.49,5.11,67,Ridge and Valley,1175.45,1253.37,77.91,Chesapeake
