,nid_id,lat,lon,river,purpose,yr_comp,res_age,hydr_hght,max_dis,max_stor,norm_stor,surf_area_km2,res_perim_km,sdi,mean_depth,mean_max_depth_ratio,mean_q,drain_area_km2,catch_surf_area_ratio,rel_depth_perc,lake_vol_m3,elev,reach_code,e2rf1,mean_v,strahler,water,wetlands,urb_grass,lo_urb_dev,hi_urb_dev,industry,for_dec,for_ever,for_mixed,shrub,grass,pasture,crops,orchards,barren,tn_bg_kg_km2_yr,tp_bg_kg_km2_yr,tn_bg_kg_km2_yr_atom,tn_kg_km2_yr,tp_kg_km2_yr,tn_point,tp_point,tn_fert,tp_fert,tn_ag_anml,tp_ag_anml,tn_forest,tp_forest,tn_barren,tp_barren,tn_shrub,tp_shrub,tn_grass,tp_grass,tn_frac,tp_frac,WinT_rcp85,WintT_abs,WinT_hist,SumT_hist,SumT_rcp85,SumT_abs,US_L3CODE,US_L3NAME,Histprecip,RCP85precip,ABSprecip
51,AR00013,34.61666,-92.51688,HURRICANE CREEK,R,1944,71,33,63545,10386,3683,1.34355752,8.817313813,2.145868264,31.28306071,0.947971537,115.904,56.461782,42.02409639,0.729023803,4542906.84,NA,8.04E+12,21283,1.04,1,1.8,10.4,0.3,3.4,0.4,0.5,14.4,41.5,14.6,0,0,9.7,0.3,0,2.7,72,24,110,366,44,29,28,6,9,6,25,21,37,3,1,0,0,0,0,0.72671,0.77563,12.38,3.99,8.39,27.02,32.41,5.4,35,South Central Plains,1329.28,1264.43,-64.85
52,AR00042,35.1335,-92.43353,BEAVER FORK,S,1956,59,23.5,4295,19514,10600,5.64132284,18.01550815,2.139690362,13.99853314,0.595682261,NA,28.48989,5.050215208,0.159203516,13074888,90.2,1.11E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.89,4.03,7.85,27.05,32.47,5.42,37,Arkansas Valley,1210.94,1212.26,1.32
53,AR00064,34.95015,-92.40008,PALARM CREEK,SR,1950,65,8,7535,40200,21440,27.113962,91.45595668,4.954620516,5.999986226,0.749998278,NA,NA,NA,0.031125359,26445811.2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.17,4.02,8.15,27.18,32.59,5.41,37,Arkansas Valley,1210.94,1212.26,1.32
54,AR00081,34.85006,-92.48339,MAUMELLE CREEK,S,1957,58,62,8628,220000,221000,36.017054,99.65692752,4.684338722,24.83140367,0.400506511,204.981,355.605627,9.873258427,0.111765504,272599080,NA,1.11E+13,36003,1.3,1,10.4,0.3,0,0,0,0.1,33.3,32.7,20.7,0,0,1.8,0.2,0,0.5,72,10,109,157,4,6,8,4,5,1,13,37,72,1,1,0,0,0,0,0.94961,0.95859,12.21,4.01,8.2,27.14,32.54,5.4,36,Ouachita Mountains,1362.21,1345.45,-16.76
55,AR00093,34.80014,-92.18359,FIVE MILE CREEK-TR,P,1951,64,9,192,53,32,1.11693336,8.897526465,2.37492855,0.192028545,0.021336505,NA,NA,NA,0.004908093,39471.36,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.46,4,8.46,27.44,32.84,5.39,73,Mississippi Alluvial Plain,1393.15,1359.99,-33.16
56,AR00127,34.70005,-92.13333,ARKANSAS RIVER-OS,R,1955,60,7,315,720,420,1.39211984,10.58189661,2.52999751,2.093018451,0.299002636,NA,NA,NA,0.047917632,518061.6,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.47,3.98,8.49,27.33,32.72,5.39,73,Mississippi Alluvial Plain,1393.15,1359.99,-33.16
57,AR00150,34.57333,-93.18833,OUACHITA RIVER,HCR,1953,62,216,45000,3760700,2151100,162.279086,1047.539859,23.19712546,93.7828271,0.434179755,155.125,2861.93895,17.63591022,0.198862387,2653338828,NA,8.04E+12,21902,1.17,1,0.3,0,0,0.3,0,0.3,55.9,10.4,22.8,0,0,8.1,0.1,0,1.7,93,13,145,546,46,3,4,2,2,19,56,30,35,2,3,0,0,0,0,0.5224,0.11505,11.97,4.03,7.95,26.53,31.92,5.39,36,Ouachita Mountains,1362.21,1345.45,-16.76
58,AR00151,34.22,-93.11,CADDO RIVER,CHRS,1969,46,238,67000,1377100,654700,54.227924,300.9500768,11.52863423,102.7684208,0.431800087,12.9959,1173.26547,21.6358209,0.376971742,807559356,NA,8.04E+12,21215,0.25,2,4.1,0.3,0,0.1,0,0.3,47.4,16.9,18.1,0,0,12,0.2,0,0.6,11,3,18,24,2,5,8,8,5,8,26,30,61,0,0,0,0,0,0,0.65334,0.7186,12.7,4,8.71,27.05,32.43,5.38,36,Ouachita Mountains,1362.21,1345.45,-16.76
59,AR00154,34.14833,-93.715,LITTLE MISSOURI RIVER,CHR,1950,65,187,42300,600600,279700,29.137392,247.579544,12.93851136,83.41647517,0.446077407,4.2371,613.82763,21.06666667,0.417433308,345004356,NA,8.04E+12,21921,0.22,2,0.1,0.1,0,0,0,0.2,53.3,15.1,25.5,0,0,4,0,0,1.7,35,7,53,190,16,1,2,3,2,12,42,33,49,3,5,0,0,0,0,0.01303,0.03929,11.91,4.03,7.88,26.28,31.62,5.34,36,Ouachita Mountains,1362.21,1345.45,-16.76
60,AR00157,35.10167,-93.64333,PETIT JEAN,CSR,1947,68,81,76300,258000,25000,11.7763626,59.58805885,4.898335688,88.65959028,1.094562843,624.267,1263.91512,107.3264605,0.697879978,30837000,NA,1.11E+13,36899,1.68,2,1.1,0.3,0,0.1,0,0.1,44.7,6.4,21.7,0,0,24.6,0.7,0,0.1,44,16,72,323,33,5,2,12,3,33,75,19,20,0,0,0,0,0,0,0.8904,0.91558,11.54,4.12,7.42,26.8,32.25,5.45,37,Arkansas Valley,1210.94,1212.26,1.32
61,AR00159,36.25,-92.24,NORTH FORK OF THE WHITE,CHSRF,1944,71,206,331000,1983000,31000,89.03092,507.2287705,15.16450853,90.13615671,0.437554159,210.579,4677.52194,52.53818182,0.258041293,38237880,NA,1.10E+13,36944,1.32,1,0.8,0.2,0.1,0,0,0.1,51.7,4.7,9.5,0.3,0,30.3,1.1,0,1.1,71,9,102,334,40,2,2,18,14,26,58,23,24,1,2,0,0,0,0,0.71529,0.29735,10.07,4.16,5.91,25.48,30.9,5.42,39,Ozark Highlands,1142.71,1180.65,37.94
62,AR00160,36.36333,-92.57333,WHITE,CHSR,1951,64,238,5.00E+05,5408000,3048000,1838.893184,1211.714167,7.971073713,11.90138113,0.050005803,6114.4,15703.10937,8.53943662,0.007496865,3759647040,NA,1.10E+13,33994,2.51,4,3.9,0.4,0.2,0.9,0.4,0.3,40.7,10.2,7.3,0.4,0.5,33.3,1.2,0,0.2,34,6,51,304,14,11,7,15,13,35,64,15,16,0,0,0,0,0,0,0.90606,0.92704,10.01,4.2,5.81,25.55,30.99,5.44,39,Ozark Highlands,1142.71,1180.65,37.94
63,AR00162,35.25,-93.16667,ARKANSAS,NHSR,1969,46,55,1500000,486200,420900,138.807298,685.6326102,16.41648622,14.17489457,0.257725356,32436.4,398089.233,2867.927697,0.032499321,519171732,103,1.11E+13,35873,2.49,6,1.1,0.5,0.1,0.6,0.2,0.4,7.6,4.1,0.8,5.9,47.2,10.8,20.5,0,0.4,7,2,12,130,13,13,12,41,19,14,45,5,8,0,0,0,1,3,16,0.91288,0.80175,12.02,4.1,7.93,27.16,32.63,5.47,37,Arkansas Valley,1210.94,1212.26,1.32
64,AR00163,35.35,-94.29167,ARKANSAS,NHR,1969,46,26,435000,59100,53100,27.5995852,404.8317787,21.73793122,8.665669256,0.333294971,32436.4,389967.0243,14129.45455,0.044556538,65497788,NA,1.11E+13,35873,2.49,6,1.1,0.5,0.1,0.6,0.2,0.4,7.6,4.1,0.8,5.9,47.2,10.8,20.5,0,0.4,7,2,12,130,13,13,12,41,19,14,45,5,8,0,0,0,1,3,16,0.91288,0.80175,11.89,4.19,7.7,27.33,32.72,5.39,37,Arkansas Valley,1210.94,1212.26,1.32
65,AR00164,35.47333,-93.81,ARKANSAS,NHR,1969,46,33,570000,148400,129000,42.896716,685.6326102,29.53074026,13.99996786,0.42424145,32436.4,393160.482,9165.283019,0.057739846,159118920,103,1.11E+13,35873,2.49,6,1.1,0.5,0.1,0.6,0.2,0.4,7.6,4.1,0.8,5.9,47.2,10.8,20.5,0,0.4,7,2,12,130,13,13,12,41,19,14,45,5,8,0,0,0,1,3,16,0.91288,0.80175,11.34,4.16,7.18,26.72,32.15,5.43,37,Arkansas Valley,1210.94,1212.26,1.32
66,AR00165,35.125,-92.78667,ARKANSAS,NHR,1969,46,26,518000,70400,48800,22.9052276,NA,NA,12.43813399,0.478389769,NA,401316.3605,17520.73498,0.070201845,60193824,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.77,4.05,7.73,27.02,32.47,5.45,37,Arkansas Valley,1210.94,1212.26,1.32
67,AR00166,34.41167,-92.10333,ARKANSAS,NRI,1968,47,30,459000,68500,61300,27.0330248,NA,NA,10.25446748,0.341815583,NA,410622.1946,15189.65269,0.05327536,75612324,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.95,8.75,27.39,32.76,5.37,73,Mississippi Alluvial Plain,1393.15,1359.99,-33.16
68,AR00167,34.24833,-91.90333,ARKANSAS,NR,1968,47,32,375000,77000,70400,22.9861648,NA,NA,13.55630691,0.423634591,NA,410922.6334,17876.95775,0.07637808,86836992,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.82,3.91,8.91,27.64,32.98,5.34,73,Mississippi Alluvial Plain,1393.15,1359.99,-33.16
69,AR00168,34.165,-91.67833,ARKANSAS,NR,1968,47,26,291600,50400,46400,14.8519762,NA,NA,13.7329385,0.528189942,NA,411855.0298,27730.6594,0.096256919,57233472,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.79,3.89,8.9,27.54,32.86,5.32,73,Mississippi Alluvial Plain,1393.15,1359.99,-33.16
70,AR00169,33.98833,-91.31333,ARKANSAS,NHRI,1967,48,14,371200,133200,110080,42.896716,NA,NA,12.56600889,0.897572063,NA,415628.6453,9689.056604,0.051825791,135781478.4,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.94,3.84,9.1,27.54,32.8,5.26,73,Mississippi Alluvial Plain,1393.15,1359.99,-33.16
71,AR00170,35.07667,-92.53833,ARKANSAS,NR,1969,46,35,368000,37300,33000,16.7135318,NA,NA,9.031456264,0.258041608,NA,405038.1761,24234.15012,0.059673879,40704840,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.07,4.03,8.04,27.19,32.61,5.42,37,Arkansas Valley,1210.94,1212.26,1.32
72,AR00171,34.79167,-92.35833,ARKANSAS,NHR,1969,46,22,416000,108500,87100,39.254542,135.542194,6.102734061,11.18554133,0.508433697,78.4422,409296.1197,10426.72165,0.048225046,107436108,NA,1.11E+13,35922,0.88,1,5.4,2.9,0.4,3.1,0.5,1.6,42.6,2.1,14.3,0,0,24.4,2.4,0,0.2,93,27,130,186,17,27,18,15,8,10,31,20,43,0,1,0,0,0,0,0.93191,0.94582,12.4,4.01,8.4,27.39,32.79,5.4,37,Arkansas Valley,1210.94,1212.26,1.32
73,AR00172,34.66667,-92.155,ARKANSAS,NR,1968,47,25,340000,59600,49500,19.0607106,177.6597258,11.47927169,12.65389876,0.506155951,41016.3,409964.3371,21508.3482,0.078291644,61057260,NA,1.11E+13,35997,2.73,6,1.2,0.6,0.1,0.6,0.2,0.4,8.7,4.5,1.5,5.7,45.3,11.3,19.8,0,0.4,10,3,16,125,12,13,10,37,15,17,53,7,9,0,0,0,1,3,12,0.95908,0.96539,12.51,3.98,8.53,27.33,32.71,5.38,73,Mississippi Alluvial Plain,1393.15,1359.99,-33.16
74,AR00173,35.525,-92,LITTLE RED,CHSRFI,1962,53,229,287000,2844000,1910000,127.3142156,471.9112905,11.79822868,90.40030105,0.39476114,1929.61,2968.12854,23.31341386,0.216417328,2355946800,NA,1.10E+13,34249,2.09,3,4.6,0.3,0.1,0.3,0,0.1,50.5,9.4,21.4,0.1,0,12.6,0.4,0,0.1,73,10,98,248,18,7,6,9,7,24,61,30,26,0,0,0,0,0,0,0.9186,0.93617,10.89,4.06,6.83,26.47,31.89,5.41,38,Boston Mountains,1268.04,1280.72,12.68
75,AR00174,36.41667,-93.84833,WHITE,CHSR,1963,52,216,342000,1952000,1652000,114.2023892,715.9227098,18.8983303,69.17064206,0.320234454,1114.44,3071.72814,26.897236,0.174841617,2037708960,338.9,1.10E+13,33948,1.7,3,2.2,0.8,0.2,0.6,0.2,0.3,50.4,3.5,7.1,0.4,0,32.3,1.8,0,0.1,44,7,68,600,126,6,3,10,4,54,84,12,8,0,0,0,0,0,0,0.4661,0.03505,10.22,4.25,5.97,25.44,30.83,5.39,39,Ozark Highlands,1142.71,1180.65,37.94
76,AR00267,35.33342,-93.13357,ILLINOIS BAYOU,R,1911,104,26,NA,1800,1800,137.7526047,685.6326102,16.47921222,0.052879808,0.002033839,NA,NA,NA,0.000121703,2220264,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.65,4.1,7.55,26.86,32.33,5.47,37,Arkansas Valley,1210.94,1212.26,1.32
77,AR00271,35.20026,-92.93344,HORSEHEAD BRANCH,R,1946,69,25,1525,13928,7760,3.04323872,17.92689549,2.898891544,18.52123408,0.740849363,NA,25.8999,8.510638298,0.286789016,9571804.8,NA,1.11E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.73,4.07,7.65,26.97,32.43,5.46,37,Arkansas Valley,1210.94,1212.26,1.32
78,AR00288,36.06667,-94.0667,WHITE RIVER,RO,1960,55,40,NA,6000,3200,1.9829614,37.09320185,7.43074031,12.24486985,0.306121746,238.314,466.1982,235.1020408,0.234886278,3947136,NA,1.10E+13,33953,1.1,2,1.3,0.7,0,0.1,0,0.1,64.4,5.4,7.4,0.2,0.1,19.1,1.2,0,0,55,8,84,495,93,3,2,7,3,46,81,19,14,0,0,0,0,0,0,0.44091,0.03369,10.15,4.21,5.94,25.28,30.64,5.36,38,Boston Mountains,1268.04,1280.72,12.68
79,AR00356,35.18358,-92.73333,OVERCUP CREEK,F,1963,52,20,NA,12000,6000,4.1480315,17.0969529,2.368059354,11.7072902,0.58536451,30.0162,42.475836,10.24,0.155273007,7400880,NA,1.11E+13,35929,0.58,1,5.2,0,0,0.9,0.4,0.7,40.6,2,10.2,0,0,39.2,0.8,0,0,102,24,145,454,15,19,15,26,10,28,65,9,10,0,0,0,0,0,0,0.57417,0.14375,11.68,4.05,7.63,26.97,32.42,5.45,37,Arkansas Valley,1210.94,1212.26,1.32
80,AR00378,36.05023,-91.13342,FLAT CREEK,CR,1962,53,46,6830,16857,6440,2.27433532,23.95123858,4.48018162,29.99459306,0.652056371,NA,40.144845,17.65124555,0.537249883,7943611.2,NA,1.10E+13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.85,4.08,6.77,26.83,32.22,5.4,73,Mississippi Alluvial Plain,1393.15,1359.99,-33.16
81,AR00437,35.96673,-90.71677,BIG CREEK WID,RC,1974,41,23,285,6404,2570,1.3556981,10.14074629,2.456876434,19.11637403,0.831146697,NA,9.064965,6.686567164,0.443490814,3170043.6,111.9,8.02E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.93,4.06,6.88,26.86,32.24,5.39,74,Mississippi Valley Loess Plains,1418.73,1396.25,-22.48
82,AR00442,35.53333,-93.4501,DICKS CREEK,SR,1950,65,40,6421,5000,3886,1.0521836,NA,NA,19.23072508,0.480768127,NA,12.431952,11.81538462,0.506419591,4793303.28,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.03,4.14,6.89,26.53,31.97,5.44,37,Arkansas Valley,1210.94,1212.26,1.32
83,AR00445,35.68344,-94.11667,FROG BAYOU,S,1954,61,99,88130,19163,12300,1.9020242,11.11568397,2.273647128,40.77224683,0.411840877,162.146,162.392373,85.3787234,0.798577792,15171804,NA,1.11E+13,35890,1.19,1,1.5,0.2,0,0.2,0,0.1,61.7,7.3,13.1,0.4,0,14.8,0.6,0,0.1,76,12,116,296,26,6,4,11,3,23,63,27,30,0,0,0,0,0,0,0.77069,0.39405,10.55,4.18,6.37,25.31,30.67,5.37,38,Boston Mountains,1268.04,1280.72,12.68
84,AR00446,35.65017,-94.1336,FROG BAYOU,S,1936,79,63,109309,14636,12000,1.77252468,12.03806616,2.550677032,33.4154484,0.530403943,162.146,168.34935,94.97716895,0.677971989,14801760,NA,1.11E+13,35890,1.19,1,1.5,0.2,0,0.2,0,0.1,61.7,7.3,13.1,0.4,0,14.8,0.6,0,0.1,76,12,116,296,26,6,4,11,3,23,63,27,30,0,0,0,0,0,0,0.77069,0.39405,10.74,4.18,6.57,25.55,30.92,5.37,38,Boston Mountains,1268.04,1280.72,12.68
85,AR00477,35.51678,-90.66682,DISTRESS CREEK,RC,1967,48,43,5814,29500,16296,2.1853044,12.08694529,2.30651072,54.62950422,1.270453586,NA,11.395956,5.214814815,0.998232929,20100790.08,92.4,8.02E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.27,4.01,7.26,27.22,32.6,5.38,74,Mississippi Valley Loess Plains,1418.73,1396.25,-22.48
86,AR00534,34.43349,-93.01683,OUACHITA RIVER,H,1932,83,110,184000,190600,190560,29.137392,303.7840355,15.87575908,26.47216145,0.240656013,1877.95,924.62643,31.73333333,0.132472175,235051948.8,NA,8.04E+12,21893,2.07,3,5.6,0.2,0,0.2,0,0.2,46.2,13.1,23.2,0,0,10.4,0.1,0,0.9,75,10,117,434,14,2,4,2,2,25,61,27,32,1,2,0,0,0,0,0.73948,0.51107,12.44,4,8.43,27.1,32.49,5.39,36,Ouachita Mountains,1362.21,1345.45,-16.76
87,AR00535,34.41684,-92.88351,OUACHITA RIVER,RH,1925,90,75,118000,35000,36700,7.8509084,79.94694162,8.048904794,18.91748234,0.252233098,2347.61,2994.02844,381.3608247,0.182374446,45268716,NA,8.04E+12,21196,2.25,3,5,0.1,0.1,0.6,0.2,0.4,46.7,13.7,21.2,0,0,11.1,0.1,0,0.8,77,10,120,452,18,10,21,2,3,20,44,25,31,1,1,0,0,0,0,0.78116,0.74125,12.55,4,8.55,27.02,32.43,5.41,36,Ouachita Mountains,1362.21,1345.45,-16.76
88,AR00536,33.695,-93.96167,LITTLE,CSR,1966,49,74,473300,1854930,172000,117.35894,NA,NA,63.96295661,0.864364279,NA,10732.91856,91.4537931,0.159489114,212158560,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.73,4.02,9.71,27.72,33,5.28,35,South Central Plains,1329.28,1264.43,-64.85
89,AR00542,34.38342,-91.1002,WATERS BAYOU,O,1965,50,20,156,400,400,1.64707202,37.58431931,8.261240881,0.982798727,0.049139936,NA,NA,NA,0.020685637,493392,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,3.88,8.52,27.51,32.8,5.29,73,Mississippi Alluvial Plain,1393.15,1359.99,-33.16
90,AR00562,35.51689,-93.83353,SOUTH FORK OF WHITE OAK CREEK,S,1971,44,90,16950,16700,12000,1.84536816,7.864228708,1.633087726,36.62272294,0.406919144,121.046,47.914815,25.96491228,0.72823194,14801760,NA,1.11E+13,35875,1.06,1,2.9,0.4,0,0.1,0,0.1,26,11.3,15,0.2,0,42.1,1.4,0,0.3,91,22,136,848,143,2,1,10,1,56,91,11,7,0,0,0,0,0,0,0.85416,0.76461,11.2,4.17,7.03,26.63,32.04,5.42,37,Arkansas Valley,1210.94,1212.26,1.32
91,AR00591,33.31681,-92.51686,TOM CREEK,R,1938,77,10,12600,16400,2560,1.72800922,16.12211208,3.459742683,38.40740597,3.840740597,3272.61,46.101822,26.67915691,0.789228121,3157708.8,26.2,8.04E+12,21263,2,4,2.1,7.7,0.1,0.5,0.1,0.4,28.1,29.2,18.2,0,0,10.9,1.4,0,1.5,38,12,58,268,31,9,7,6,3,18,53,25,33,2,3,0,0,0,0,0.88655,0.89415,13.25,3.86,9.39,27.36,32.58,5.22,35,South Central Plains,1329.28,1264.43,-64.85
92,AR00632,34.16684,-92.61675,COX CREEK,R,1964,51,27,4500,1400,1400,1.0521836,NA,NA,5.384603023,0.199429742,NA,NA,NA,0.141797486,1726872,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.63,3.96,8.68,26.89,32.26,5.37,35,South Central Plains,1329.28,1264.43,-64.85
93,AR00633,33.70003,-93.08356,WHITE OAK CREEK,R,1959,56,30,12200,24675,13160,4.04686,29.15007293,4.087666414,24.67494335,0.822498112,NA,70.447728,17.408,0.331327648,16232596.8,NA,8.04E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.99,3.94,9.05,27.16,32.44,5.28,35,South Central Plains,1329.28,1264.43,-64.85
94,AR00634,33.66667,-93.08339,WHITE OAK CREEK,R,1960,55,12,21800,16100,4940,2.419212908,22.0148804,3.992768918,26.93202248,2.244335207,NA,50.245806,20.76948812,0.467727092,6093391.2,NA,8.04E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.99,3.93,9.05,27.17,32.44,5.27,35,South Central Plains,1329.28,1264.43,-64.85
95,AR00685,33.33344,-91.55003,BAYOU BARTHOLOMEW-TR,R,1968,47,12,192,1320,960,1.3556981,17.72079543,4.293353118,3.940289462,0.328357455,NA,NA,NA,0.091412847,1184140.8,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.55,3.79,9.75,27.73,32.92,5.19,73,Mississippi Alluvial Plain,1393.15,1359.99,-33.16
96,AR00690,33.10009,-92.03336,COFFEE CREEK,O,1964,51,21,4200,3270,1850,1.0724179,9.27289564,2.525970278,12.33959431,0.587599729,NA,13.985946,13.04150943,0.321869227,2281938,30.5,8.04E+12,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.19,3.79,9.41,27.05,32.18,5.13,35,South Central Plains,1329.28,1264.43,-64.85
97,AR00695,35.01675,-91.50014,OVERFLOW BRANCH,R,1967,48,32,10062,3500,2100,1.416401,8.478515578,2.009655432,9.999977043,0.312499283,195.842,NA,NA,0.226968974,2590308,57.3,8.02E+12,20924,1,2,1.2,6.2,0,0.6,0.1,0.3,22.7,3.5,11,0,0,24.3,29.9,0,0.2,105,19,126,685,86,5,5,65,40,10,44,6,11,0,0,0,0,0,0,0.92795,0.94296,11.97,3.98,7.99,27.53,32.93,5.41,73,Mississippi Alluvial Plain,1393.15,1359.99,-33.16
98,AR00698,34.63358,-91.48345,BIG LA GRUE BAYOU,I,1942,73,6,611,28000,20000,10.73227272,83.4742881,7.187895673,10.55804514,1.759674191,NA,NA,NA,0.087055912,24669600,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.22,3.94,8.29,27.42,32.78,5.36,73,Mississippi Alluvial Plain,1393.15,1359.99,-33.16
99,AR00712,34.68349,-91.53339,BAYOU LA GRUE,I,1948,67,8,424,1300,1020,1.411140082,83.4742881,19.82268826,3.728124507,0.466015563,574.219,NA,NA,0.084774639,1258149.6,62.8,8.02E+12,20997,1.89,1,4.3,13.2,0.2,0.1,0,0.3,2.4,0.3,2.2,0,0,6,71.1,0,0,217,24,252,1130,80,1,1,89,91,1,6,0,2,0,0,0,0,0,0,0.93922,0.95111,12.24,3.95,8.29,27.42,32.8,5.37,73,Mississippi Alluvial Plain,1393.15,1359.99,-33.16
100,AR00724,34.55027,-93.08353,BULL BAYOU,S,1949,66,87,8000,6720,5180,1.45282274,NA,NA,18.71861998,0.215156552,NA,8.546967,5.883008357,0.419496282,6389426.4,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.61,4.02,8.59,27.29,32.7,5.41,36,Ouachita Mountains,1362.21,1345.45,-16.76
101,AR00798,33.45008,-91.46686,NI BAYOU-TR,R,1960,55,8,701,1235,790,1.29904206,21.29731153,5.27118269,3.847343193,0.480917899,NA,NA,NA,0.09118217,974449.2,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.25,3.8,9.45,27.71,32.91,5.2,73,Mississippi Alluvial Plain,1393.15,1359.99,-33.16
102,AR00804,34.37167,-92.095,TR TULLEY CREEK,FR,1943,72,9,480,2060,1030,1.0521836,NA,NA,7.923058734,0.880339859,NA,2.58999,2.461538462,0.208644872,1270484.4,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.74,3.95,8.79,27.45,32.82,5.37,35,South Central Plains,1329.28,1264.43,-64.85
103,AR00807,34.23333,-92,CANEY CREEK,R,1965,50,16,1440,4000,3250,1.88988362,7.227016798,1.482983861,8.565290829,0.535330677,NA,NA,NA,0.168300415,4008810,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.84,3.91,8.93,27.65,32.99,5.34,73,Mississippi Alluvial Plain,1393.15,1359.99,-33.16
