FID,UID,SITE_ID,VISIT_NO,INDEX_NLA,AGGR_ECO3_,AGGR_ECO9_,AREA_HA,COMID2012,ELEVATION,EPA_REG,LAKE_ORIGI,STATE,WGT_ALL,REF_NLA12_,RT_NLA12,RT_NLA12_B,RT_NLA12_Z,CHLX_RESUL,CHLX_UNITS,INDEX_SITE,INDEX_LAT_,INDEX_LON_,COLOR_RESU,COLOR_UNIT,CHLORIDE_R,CHLORIDE_U,NTL_RESULT,NTL_UNITS,PTL_RESULT,PTL_UNITS,TROPHIC_ST,BENT_COND,MMI_BENT_N,ZOOP_COND,MMI_ZOOP_N,AMITOTAL,HORIZDD,LitCvrQc3O,LitRipCvrQ,RDis_IX,RVegQc3OE,VERTDD,MICX_RESUL,MICX_UNITS,ATRAZINE_R,ATRAZINE_U,TOTALHG_RE,TOTALHG_UN,METHYLMERC,METHYLME_1,NAME
230,7237,NLA12_VA-118,1,Y,EHIGH,SAP,2.041132937,22338369,78.15,Region_3,MAN_MADE,VA,581.6, ,T,T,T,93.6,ug/L,1.6,38.66371,-77.66837,22,APHA Pt-Co,6.947,mg/L,3.081,mg/L,426,ug/L,HYPEREUTROPHIC,Poor,4.1,Poor,39.9,0,0,0.723869482,0.619556139,0.555072464,0.684264181,0,0,ppb,1.28,ppb,55,ng/g,0.68,ng/g,Chesapeake
231,7564,NLA12_VA-119,1,Y,PLNLOW,CPL,44.46178251,9895504,0.29,Region_3,MAN_MADE,VA,14.87174094, ,S,S,S,70,ug/L,2.5,37.29807,-76.617503,22,APHA Pt-Co,20.395,mg/L,1.555,mg/L,124,ug/L,EUTROPHIC,Poor,38.8,Good,62.7,0,0,0.796538955,0.762051424,0.192857143,0.923589358,0,18.34835,ppb,0,ppb,38.96,ng/g,0.75,ng/g,Chesapeake
232,7094,NLA12_VA-121,1,Y,PLNLOW,CPL,14.76008082,8490688,20.17,Region_3,MAN_MADE,VA,24.05958809, ,S,S,S,45.6,ug/L,4.5,37.74694,-76.93227,30,APHA Pt-Co,4.49,mg/L,0.803,mg/L,96,ug/L,MESOTROPHIC,Good,62.3,Poor,38.32,0.045,0,0.734474776,0.810170683,0.115217391,0.89470359,0,0.22238,ppb,0,ppb,115.38,ng/g,1.9,ng/g,Chesapeake
233,7778,NLA12_VA-123,1,Y,PLNLOW,CPL,4.154942314,11583620,0.75,Region_3,MAN_MADE,VA,59.84003387, ,T,T,T,111.6,ug/L,1.4,36.91923,-76.15064,38,APHA Pt-Co,159.784,mg/L,2.005,mg/L,112,ug/L,EUTROPHIC,Poor,10.9,Poor,42.47,0,0,0.291524903,0.221315093,0.807692308,0.145667843,0,0.19864,ppb,0.1,ppb,259.14,ng/g,2.1,ng/g,Chesapeake
234,7455,NLA12_VA-126,1,Y,EHIGH,SAP,3.751079578,8440741,478.99,Region_3,MAN_MADE,VA,581.6, ,S,S,S,16.32,ug/L,4.1,38.55814,-78.97012,30,APHA Pt-Co,2.772,mg/L,0.55,mg/L,40,ug/L,MESOTROPHIC,Poor,23.2,Fair,65.25,0.31,0,0.865043813,0.835466692,0.165384615,0.467664198,0,0.09019,ppb,0,ppb,76.92,ng/g,0.42,ng/g,Chesapeake
235,7964,NLA12_VA-130,1,Y,EHIGH,SAP,12.71176678,8508230,113.14,Region_3,MAN_MADE,VA,24.05958809, ,S,S,S,36.6,ug/L,4.1,37.99643,-78.17706,23,APHA Pt-Co,16.761,mg/L,0.448,mg/L,61,ug/L,OLIGOTROPHIC,Good,57.2,Poor,54.67,0.8775,0,2.5530017,1.595158834,0.227419355,1.033638808,0,0.09583,ppb,0.3,ppb,103.33,ng/g,0.55,ng/g,Chesapeake
236,6806,NLA12_WV-113,1,Y,EHIGH,SAP,3.785692229,8423640,604.13,Region_3,MAN_MADE,WV,56.5, ,S,S,S,8.48,ug/L,3.6,38.49244,-79.31612,29,APHA Pt-Co,0.853,mg/L,0.193,mg/L,26,ug/L,EUTROPHIC,Fair,45.5,Good,76.35,0.08,0,0.415820836,0.443869634,0.380508475,0.243990727,0,0.10833,ppb,0,ppb,58.69,ng/g,0.48,ng/g,Chesapeake
237,6714,NLA12_WV-115,1,Y,EHIGH,SAP,15.43864145,8432032,391.56,Region_3,MAN_MADE,WV,8.77646873, ,S,S,S,1.66,ug/L,5.1,39.13218,-78.59752,8,APHA Pt-Co,1.314,mg/L,0.306,mg/L,14,ug/L,EUTROPHIC,Good,68,Fair,62.05,1.165,0,1.550056708,1.158790003,0.486363636,0.40586982,0,0.11743,ppb,0,ppb,111.49,ng/g,0.46,ng/g,Chesapeake
238,7021,NLA12_GA-105,1,Y,EHIGH,SAP,1341.256047,19668381,515.11,Region_4,MAN_MADE,GA,7.952275223, ,T,T,T,0.9328,ug/L,20.8,34.870006,-84.27316,15,APHA Pt-Co,0.945,mg/L,0.073,mg/L,19,ug/L,MESOTROPHIC,Poor,29.6,Good,77.33,0.03,16.17,0.674655385,0.420941659,0.340034662,0.252363696,3,0,ppb,0,ppb,76.19,ng/g,0.22,ng/g,Tennessee
239,6373,NLA12_KY-120,1,Y,PLNLOW,CPL,16.18263377,1862092,119.52,Region_4,MAN_MADE,KY,34.32894028, ,S,S,S,78.33333333,ug/L,1.6,36.87607,-88.49124,17,APHA Pt-Co,4.8,mg/L,1.254,mg/L,158,ug/L,EUTROPHIC,Poor,19.2,Poor,39.83,0.01,0.7,0.304036009,0.33375224,0.256840391,0.400037922,0.3,0.12,ppb,3.54,ppb,89.29,ng/g,0.64,ng/g,Tennessee
240,6359,NLA12_NC-105,1,Y,EHIGH,SAP,640.030334,19735013,916.56,Region_4,MAN_MADE,NC,43.26120774,R,R,B,R,0.864,ug/L,42.5,35.17917,-83.66882,3,APHA Pt-Co,1.027,mg/L,0.041,mg/L,15,ug/L,OLIGOTROPHIC,Poor,18.8,Good,87.47,0.01,0,0.975123167,0.683713321,0.242857143,0.825185205,0,0,ppb,0,ppb,66.31,ng/g,0.27,ng/g,Tennessee
241,6398,NLA12_NC-109,1,Y,EHIGH,SAP,33.85708507,22163154,877.99,Region_4,MAN_MADE,NC,16.41763141, ,S,S,S,2.05,ug/L,8.6,35.14874,-82.71729,10,APHA Pt-Co,1.089,mg/L,0.115,mg/L,12,ug/L,NA,Fair,42.6,Good,85.7,0.2,0,0.177108883,0.224922944,0.624561404,0.384552821,0,0.09327,ppb,0,ppb,129.63,ng/g,0.63,ng/g,Tennessee
242,6393,NLA12_TN-101,1,N,EHIGH,SAP,12.4238439,19533132,266.37,Region_4,MAN_MADE,TN,163.9754023, ,T,T,S,49.76,ug/L,3.8,35.37112,-86.38432,12,APHA Pt-Co,2.355,mg/L,0.991,mg/L,129,ug/L,MESOTROPHIC,Poor,33.9,Fair,64.38,NA,NA,NA,NA,NA,NA,NA,0.10293,ppb,0,ppb,NA,NA,NA,NA,Tennessee
243,8626,NLA12_TN-101,2,Y,EHIGH,SAP,12.4238439,19533132,266.37,Region_4,MAN_MADE,TN,163.9754023, ,T,T,T,60.8,ug/L,3.8,35.37126,-86.38467,15,APHA Pt-Co,2.273,mg/L,2.351,mg/L,310,ug/L,EUTROPHIC,Fair,41.6,Good,70.5,0,0,0.677186205,0.541134388,0.747727273,0.393828853,0,0.5648,ppb,0,ppb,65.71,ng/g,0.23,ng/g,Tennessee
244,8663,NLA12_TN-104,1,Y,EHIGH,SAP,3121.566276,166997474,526.88,Region_4,MAN_MADE,TN,14.94307815, ,S,S,S,5.112,ug/L,13.5,36.55627,-82.04088,10,APHA Pt-Co,7.578,mg/L,0.26,mg/L,13,ug/L,MESOTROPHIC,Poor,31.6,Fair,64.93,0,3.77,0.846879551,0.81882546,0.319626168,0.771107353,2.06,0.05428,ppb,0,ppb,NA,NA,NA,NA,Tennessee
245,6395,NLA12_TN-108,1,N,EHIGH,SAP,33.43314103,19514006,192.02,Region_4,MAN_MADE,TN,11.77417721, ,T,T,T,69.6,ug/L,4,35.67331,-87.03217,1,APHA Pt-Co,2.149,mg/L,1.794,mg/L,628,ug/L,EUTROPHIC,Poor,34.5,Fair,65.87,NA,NA,NA,NA,NA,NA,NA,0.08468,ppb,0,ppb,NA,NA,NA,NA,Tennessee
246,8602,NLA12_TN-108,2,Y,EHIGH,SAP,33.43314103,19514006,192.02,Region_4,MAN_MADE,TN,11.77417721, ,T,T,T,50.93333333,ug/L,4,35.67215,-87.03094,18,APHA Pt-Co,2.372,mg/L,1.319,mg/L,664,ug/L,MESOTROPHIC,Poor,26.8,Fair,61.13,0,5,0.18207535,0.302004882,0.799103139,0.375349593,0.02,0.29681,ppb,0,ppb,84.88,ng/g,0.58,ng/g,Tennessee
247,7410,NLA12_VA-104,1,Y,EHIGH,SAP,29.68265713,14638645,469.85,Region_3,MAN_MADE,VA,47.31527597, ,T,T,T,7.376,ug/L,5.4,36.94422,-82.20393,10,APHA Pt-Co,5.372,mg/L,0.179,mg/L,19,ug/L,MESOTROPHIC,Good,51.5,Fair,66.2,0.175,0,1.181271967,1.059647059,0.266666667,0.911513374,0,0.79813,ppb,0,ppb,56.05,ng/g,1,ng/g,Tennessee
248,8505,NLA12_CO-103,1,Y,PLNLOW,SPL,611.5611803,11646,1510.61,Region_8,MAN_MADE,CO,19.12157378, ,T,T,T,4.768,ug/L,5,40.44076,-105.0341,10,APHA Pt-Co,13.916,mg/L,0.331,mg/L,17,ug/L,EUTROPHIC,Not Assessed,NA,Poor,30.23,0.1175,178.4,0.01012088,0.054606779,0.8,0.085358517,11.4,0.0632,ppb,0.09,ppb,29.18,ng/g,0.2,ng/g,Platte
249,8596,NLA12_CO-104,1,Y,PLNLOW,SPL,72.49623774,2890152,1487.14,Region_8,MAN_MADE,CO,17.3655691, ,T,T,T,218,ug/L,6.7,40.22169,-104.94914,27,APHA Pt-Co,58.764,mg/L,6.2,mg/L,435,ug/L,EUTROPHIC,Not Assessed,NA,Poor,28.5,0.005,30.25,0.168664466,0.250760848,0.671114909,0.311945475,1.42,22.27475,ppb,0,ppb,19.28,ng/g,0.08,ng/g,Platte
250,7325,NLA12_CO-106,1,Y,PLNLOW,SPL,189.8164828,16000330,1562.41,Region_8,MAN_MADE,CO,19.12157378, ,S,S,S,2.2,ug/L,7.2,40.33704,-105.12577,15,APHA Pt-Co,2.376,mg/L,0.235,mg/L,15,ug/L,MESOTROPHIC,Fair,39.2,Poor,29.35,0.4075,76.9,0.404936411,0.642325148,0.272131148,0.816798862,2.22,0,ppb,0,ppb,63.11,ng/g,0.62,ng/g,Platte
251,6342,NLA12_CO-110,1,Y,PLNLOW,SPL,18.24577471,2890996,1620.93,Region_8,MAN_MADE,CO,71.20398155, ,S,S,S,15.62,ug/L,4,39.99506,-105.11174,1,APHA Pt-Co,45.037,mg/L,0.824,mg/L,43,ug/L,MESOTROPHIC,Poor,24.4,Fair,42.62,0.025,29.02,0.265268266,0.143428412,0.627700775,0.067865562,1.53,0.18316,ppb,0,ppb,95.08,ng/g,0.49,ng/g,Platte
252,8477,NLA12_CO-111,1,Y,PLNLOW,SPL,217.4881284,2888348,1576.75,Region_8,MAN_MADE,CO,19.12157378, ,S,S,S,3.513333333,ug/L,6,40.07758,-105.22005,9,APHA Pt-Co,1.128,mg/L,0.14,mg/L,26,ug/L,MESOTROPHIC,Fair,36.7,Fair,42.65,0.08,33.6875,0.700499845,0.744536807,0.692961633,0.795390217,0.8,0.06863,ppb,0,ppb,53.23,ng/g,0.13,ng/g,Platte
253,7322,NLA12_CO-119,1,Y,WMTNS,WMT,6.135920724,2888108,3594.97,Region_8,NATURAL,CO,111.2858011,R,R,B,R,1.16,ug/L,30,40.25851,-105.60508,10,APHA Pt-Co,0.132,mg/L,0.398,mg/L,5,ug/L,OLIGOTROPHIC,Poor,35.7,Good,82.5,0,0,2.28036059,1.270033935,0,0.953736377,0,0,ppb,0,ppb,169.42,ng/g,1.3,ng/g,Platte
254,6753,NLA12_CO-124,1,Y,PLNLOW,SPL,9.204629265,228961,1600.49,Region_8,MAN_MADE,CO,111.2858011, ,T,T,T,0.525,ug/L,4.8,39.93074,-104.974,30,APHA Pt-Co,213.633,mg/L,1.48,mg/L,110,ug/L,HYPEREUTROPHIC,Poor,24.7,Poor,18.92,0.855,0.75,0.609378188,0.261023201,0.499722566,0.040573408,0.29,0.15443,ppb,0,ppb,194.59,ng/g,0.24,ng/g,Platte
255,8414,NLA12_CO-127,1,Y,PLNLOW,SPL,24.71587035,2890238,1509.83,Region_8,MAN_MADE,CO,199.4043622, ,T,T,T,97.2,ug/L,5.3,40.12169,-104.94551,18,APHA Pt-Co,37.542,mg/L,0.936,mg/L,712,ug/L,EUTROPHIC,Not Assessed,NA,Poor,27.52,0.005,3.56,0.112341769,0.047598315,0.818861903,0.006599635,1.65,12.7026,ppb,0,ppb,131.15,ng/g,0.42,ng/g,Platte
256,6875,NLA12_CO-131,1,Y,WMTNS,XER,17.39618854,17496123,2410.41,Region_8,MAN_MADE,CO,48.6430474, ,S,S,S,1.762857143,ug/L,7.6,40.94502,-106.01169,21,APHA Pt-Co,0.344,mg/L,0.314,mg/L,48,ug/L,MESOTROPHIC,Fair,46,Good,74.65,0.3975,2.39,0.136568908,0.299472791,0.160249151,0.404469656,0.44,0,ppb,0,ppb,57.14,ng/g,0.33,ng/g,Platte
257,8025,NLA12_CO-131,2,N,WMTNS,XER,17.39618854,17496123,2410.41,Region_8,MAN_MADE,CO,48.6430474, ,S,S,S,23.38461538,ug/L,7.6,40.94516,-106.01145,27,APHA Pt-Co,0.521,mg/L,0.52,mg/L,47,ug/L,MESOTROPHIC,Fair,44.9,NA,NA,0.2975,0.64,0.91378528,0.407302904,0.379777576,0.152765972,0.26,0.08936,ppb,0,ppb,NA,NA,NA,NA,Platte
258,1000088,NLA12_NE-104,1,Y,PLNLOW,SPL,50.56218763,17296632,610.76,Region_7,MAN_MADE,NE,15.60063964, ,S,S,S,157.86,ug/L,2.7,41.76522,-98.65727,15,APHA Pt-Co,0.837,mg/L,2.304,mg/L,237,ug/L,NA,Fair,36.4,Poor,32.52,0.1425,40.1,0.472746307,0.64901534,0.580890643,0.783654538,1.7,0.17042,ppb,0,ppb,22.9,ng/g,1,ng/g,Platte
259,7369,NLA12_NE-106,1,Y,PLNLOW,TPL,29.22334703,17397621,391.66,Region_7,MAN_MADE,NE,86.73979847, ,S,S,S,98.66666667,ug/L,2.8,41.03693,-96.84016,12,APHA Pt-Co,5.946,mg/L,1.905,mg/L,144,ug/L,MESOTROPHIC,Good,47.7,Good,56.42,0.17,0,0.298610943,0.537973124,0.75915493,0.710654553,0,1.29929,ppb,4.58,ppb,28.8,ng/g,1.3,ng/g,Platte
260,7775,NLA12_NE-107,1,Y,PLNLOW,SPL,24.93596967,17510880,1165.87,Region_7,NATURAL,NE,42.24916263,R,R,R,R,28,ug/L,1.1,41.78703,-102.52301,68,APHA Pt-Co,20.46,mg/L,4.45,mg/L,277,ug/L,EUTROPHIC,Good,43.1,Good,74.68,0.48,2.85,0.439955098,0.666423627,0.146774194,0.903863038,0.28,0.15962,ppb,0.15,ppb,33.59,ng/g,0.08,ng/g,Platte
261,8029,NLA12_NE-108,1,Y,PLNLOW,SPL,54.12090517,17332477,903.39,Region_7,NATURAL,NE,15.60063964, ,S,S,S,269.3333333,ug/L,1.6,42.45256,-100.64791,31,APHA Pt-Co,1.428,mg/L,6.225,mg/L,673,ug/L,EUTROPHIC,Not Assessed,NA,Good,54.63,0.1225,2.8,0.353563915,0.204368898,0.425,0.16846749,0.32,13.33645,ppb,0.11,ppb,46.2,ng/g,0.51,ng/g,Platte
262,1000084,NLA12_NE-109,1,Y,PLNLOW,SPL,641.0234072,17432752,916,Region_7,MAN_MADE,NE,17.17817457, ,S,S,S,12.01333333,ug/L,6,41.04609,-100.77833,10,APHA Pt-Co,18.691,mg/L,0.723,mg/L,59,ug/L,EUTROPHIC,Fair,39.4,Poor,28.75,0.027777778,0,0.658658073,0.516761873,0.78372093,0.439098968,0,0.09793,ppb,0,ppb,33.52,ng/g,0.42,ng/g,Platte
263,7830,NLA12_NE-111,1,Y,PLNLOW,SPL,98.27506919,17508458,1253.35,Region_7,NATURAL,NE,15.60063964, ,S,S,S,7.428571429,ug/L,2.4,41.95623,-103.52837,15,APHA Pt-Co,17.032,mg/L,0.838,mg/L,140,ug/L,EUTROPHIC,Fair,36.1,Fair,40.8,0.610714286,0,0.228548103,1.623439462,0.310810811,2.621114971,0,0,ppb,0,ppb,22.37,ng/g,0.08,ng/g,Platte
264,8066,NLA12_NE-113,1,Y,PLNLOW,SPL,10.2933147,17283615,730.78,Region_7,NATURAL,NE,63.96724665, ,S,S,S,120.8,ug/L,2.5,42.26777,-99.24821,60,APHA Pt-Co,15.177,mg/L,5.6,mg/L,268,ug/L,EUTROPHIC,Fair,34.5,Fair,40.13,0.275,28.5,0.386627208,0.189154458,0.818256131,0.126398201,0.68,16.43405,ppb,0.29,ppb,77.55,ng/g,1.9,ng/g,Platte
265,1000086,NLA12_NE-114,1,Y,PLNLOW,SPL,1117.854469,17373390,657.71,Region_7,MAN_MADE,NE,8.264109252, ,S,S,S,5.82,ug/L,10.5,41.31279,-98.89063,12,APHA Pt-Co,1.253,mg/L,0.33,mg/L,241,ug/L,EUTROPHIC,Not Assessed,NA,Poor,20.85,0,60.1,0.183997599,0.112684679,0.703921569,0.069307202,3,0.02811,ppb,0.06,ppb,32.06,ng/g,0.44,ng/g,Platte
266,7435,NLA12_NE-129,1,Y,PLNLOW,TPL,43.7105103,17414184,359.2,Region_7,MAN_MADE,NE,27.9086655, ,S,S,S,160.64,ug/L,2,41.38303,-96.47379,25,APHA Pt-Co,20.743,mg/L,2.109,mg/L,225,ug/L,EUTROPHIC,Not Assessed,NA,Fair,34.47,0,0,0.110739296,0.184246579,0.814102564,0.237839207,0,1.20324,ppb,0.71,ppb,15.74,ng/g,0.23,ng/g,Platte
267,8279,NLA12_NE-129,2,N,PLNLOW,TPL,43.7105103,17414184,359.2,Region_7,MAN_MADE,NE,27.9086655, ,S,S,T,160.32,ug/L,2.2,41.38301,-96.47389,15,APHA Pt-Co,19.825,mg/L,2.308,mg/L,260,ug/L,EUTROPHIC,Not Assessed,NA,Poor,32.45,0.011111111,0,0.147967266,0.239608161,0.904761905,0.306714574,0,0.53688,ppb,0.51,ppb,NA,NA,NA,NA,Platte
268,1000093,NLA12_NE-133,1,Y,PLNLOW,SPL,73.73345552,17285003,621.19,Region_7,NATURAL,NE,20.93149912,R,R,R,R,2.66,ug/L,1.2,42.1132,-98.56404,30,APHA Pt-Co,4.919,mg/L,1.999,mg/L,96,ug/L,NA,Good,53.9,Good,49.48,0.855,0,0.452525244,0.676893362,0.38034188,0.915249572,0,0.21436,ppb,0.27,ppb,51.28,ng/g,0.39,ng/g,Platte
269,8124,NLA12_NE-135,1,Y,PLNLOW,SPL,11.39640522,17510480,1179.53,Region_7,NATURAL,NE,35.96074546, ,S,S,S,233.6,ug/L,1,41.92273,-102.38754,260,APHA Pt-Co,408.23,mg/L,51.313,mg/L,3636,ug/L,EUTROPHIC,Poor,18.2,Fair,36.13,0.01,19,0.026663945,0.007870371,0.916666667,0,0.5,0.10619,ppb,1.01,ppb,42.7,ng/g,0.45,ng/g,Platte
270,8243,NLA12_NE-149,1,Y,PLNLOW,SPL,4.718959414,7257347,787,Region_7,MAN_MADE,NE,86.05171862, ,T,T,T,248,ug/L,1.4,40.94733,-100.2421,33,APHA Pt-Co,20.124,mg/L,4.5,mg/L,421,ug/L,MESOTROPHIC,Fair,34.9,Fair,40.35,0.01,0,0.153128915,0.133065171,0.514814815,0.123857457,0,0.62798,ppb,0.4,ppb,5.81,ng/g,0.08,ng/g,Platte
271,8220,NLA12_NE-154,1,Y,PLNLOW,TPL,52.77776641,17405253,409.1,Region_7,MAN_MADE,NE,20.93149912, ,T,T,T,114.9333333,ug/L,2.5,40.58297,-96.84597,28,APHA Pt-Co,5.42,mg/L,3.513,mg/L,873,ug/L,HYPEREUTROPHIC,Good,47,Fair,41.5,0.015,0,0.968007172,0.929879995,0.658510638,0.93239651,0,0.47046,ppb,3.08,ppb,47.97,ng/g,1.1,ng/g,Platte
272,8221,NLA12_NE-156,1,Y,PLNLOW,SPL,15.61368393,17331929,1015.33,Region_7,NATURAL,NE,35.96074546,R,R,B,R,424,ug/L,1,42.35072,-101.24483,55,APHA Pt-Co,4.305,mg/L,12.875,mg/L,1156,ug/L,HYPEREUTROPHIC,Not Assessed,NA,Fair,37.8,0.255,0,0.760722361,1.343458675,0.321428571,1.884864666,0,3.3608,ppb,0.17,ppb,56.21,ng/g,1,ng/g,Platte
273,8301,NLA12_NE-157,1,Y,PLNLOW,TPL,37.83887485,17397515,323.19,Region_7,MAN_MADE,NE,27.9086655,R,R,R,R,15.76,ug/L,21.6,41.08355,-96.35103,15,APHA Pt-Co,13.918,mg/L,0.691,mg/L,47,ug/L,MESOTROPHIC,Poor,16.7,Fair,42.47,0.01,0,0.27589519,0.231597109,0.37972973,0.209429149,0,0.07026,ppb,0.11,ppb,18.55,ng/g,0.49,ng/g,Platte
274,8186,NLA12_NE-160,1,Y,PLNLOW,SPL,785.0606322,17508468,1253.72,Region_7,MAN_MADE,NE,20.93149912, ,S,S,S,21.37142857,ug/L,7.5,41.92716,-103.49353,8,APHA Pt-Co,11.361,mg/L,0.616,mg/L,81,ug/L,MESOTROPHIC,Not Assessed,NA,Good,43.27,0,115.6,0.020444178,0.037209345,0.657692308,0.049290207,2,0.16286,ppb,0,ppb,27.71,ng/g,0.33,ng/g,Platte
275,8242,NLA12_NE-166,1,Y,PLNLOW,SPL,3.839355919,7259277,720.23,Region_7,MAN_MADE,NE,142.25, ,S,S,S,24.1,ug/L,5.3,40.72208,-99.69936,21,APHA Pt-Co,33.113,mg/L,0.9,mg/L,104,ug/L,MESOTROPHIC,Poor,23.7,Good,49.17,0.035,13.3,0.051110444,0.031796297,0.35,0.020085845,1,0,ppb,0.14,ppb,27.42,ng/g,0.15,ng/g,Platte
276,8248,NLA12_NE-170,1,Y,PLNLOW,TPL,88.24165564,17405041,375.32,Region_7,MAN_MADE,NE,20.93149912, ,T,T,T,248.76,ug/L,3.5,40.76638,-96.85048,35,APHA Pt-Co,27.237,mg/L,4.025,mg/L,319,ug/L,HYPEREUTROPHIC,Not Assessed,NA,Fair,39.25,0,0,0.359995303,0.781060825,0.621428571,1.079940788,0,4.56249,ppb,1.24,ppb,32.05,ng/g,0.52,ng/g,Platte
277,7000,NLA12_WY-107,1,Y,PLNLOW,SPL,53.80203418,2875411,1770.55,Region_8,MAN_MADE,WY,34.16693763, ,T,T,T,3.44,ug/L,2.9,41.12696,-104.63768,30,APHA Pt-Co,96.927,mg/L,1.559,mg/L,1528,ug/L,HYPEREUTROPHIC,Poor,29.2,Poor,30.4,0.3225,3.8,0.823846237,0.795592471,0.404560261,0.80060608,0.5,0.0972,ppb,0,ppb,283.95,ng/g,1.4,ng/g,Platte
278,7006,NLA12_WY-130,1,Y,WMTNS,XER,23.95370961,15951032,1819.33,Region_8,NATURAL,WY,28.33824247, ,S,S,S,5.408,ug/L,2.7,42.547213,-107.149781,12,APHA Pt-Co,41.567,mg/L,1.805,mg/L,44,ug/L,OLIGOTROPHIC,Fair,53.6,Poor,53.17,0.05,0,0,0.121675563,0.916666667,0.186526234,0,0.12112,ppb,0.06,ppb,14.42,ng/g,0.59,ng/g,Platte
279,7088,NLA12_WY-135,1,Y,WMTNS,WMT,1.758772627,17484325,2327.44,Region_8,MAN_MADE,WY,244, ,T,T,T,3.272,ug/L,2.5,41.51112,-105.41682,22,APHA Pt-Co,2.215,mg/L,0.48,mg/L,64,ug/L,EUTROPHIC,Fair,53.4,Fair,62.73,0.3675,0,1.616754553,1.366559838,0.921875,1.311452881,0,0,ppb,0,ppb,56,ng/g,1.1,ng/g,Platte
280,1000206,NLA12_WY-151,1,Y,WMTNS,WMT,128.0139373,15982983,2870.35,Region_8,MAN_MADE,WY,23.96943009,R,S,S,S,2.96,ug/L,17.3,41.20305,-106.2583,22,APHA Pt-Co,0.365,mg/L,0.199,mg/L,30,ug/L,MESOTROPHIC,Fair,53.6,Good,71.28,0.045,11.4,3.412862934,2.201695549,0.165384615,2.064055124,3,0,ppb,0,ppb,NA,NA,NA,NA,Platte
281,6361,NLA12_NM-105,1,Y,PLNLOW,SPL,325.898413,20044192,2059.13,Region_6,MAN_MADE,NM,13.42748876, ,S,S,S,8.586666667,ug/L,1.6,35.75939,-105.13904,1,APHA Pt-Co,46.216,mg/L,1.348,mg/L,77,ug/L,MESOTROPHIC,Poor,19.5,Poor,20.43,0,131.7,0,0,0.92248062,0,4.45,0.10312,ppb,0,ppb,18.78,ng/g,0.12,ng/g,Canadian
282,6403,NLA12_NM-117,1,Y,WMTNS,WMT,24.32774702,20063873,2650.12,Region_6,NATURAL,NM,2.26994557, ,T,T,T,4.658333333,ug/L,9.4,36.89536,-105.136,8,APHA Pt-Co,16.761,mg/L,1.129,mg/L,25,ug/L,MESOTROPHIC,Poor,35.2,Fair,59.42,0.11,5.47,0.223085462,0.098887987,0.920071048,0.067376129,0.73,0,ppb,0,ppb,62.99,ng/g,2.8,ng/g,Canadian
283,8073,NLA12_NM-117,2,N,WMTNS,WMT,24.32774702,20063873,2650.12,Region_6,NATURAL,NM,2.26994557, ,T,T,S,10.8,ug/L,8.8,36.8948,-105.13552,13,APHA Pt-Co,16.817,mg/L,1.348,mg/L,28,ug/L,EUTROPHIC,Poor,33.9,Fair,61.37,0.755,24.9,0.013615075,0.205310229,0,0.249282848,1.74,0,ppb,0,ppb,NA,NA,NA,NA,Canadian
284,6507,NLA12_NM-129,1,Y,PLNLOW,SPL,1521.935083,20031261,1146.68,Region_6,MAN_MADE,NM,3.329253503, ,S,S,S,1.58,ug/L,14,35.35147,-103.51453,12,APHA Pt-Co,92.957,mg/L,0.505,mg/L,24,ug/L,MESOTROPHIC,Poor,26.9,Poor,4.4,0.011111111,23.11,1.535313302,0.873472714,0.925166297,0.465800808,2.7,0.11632,ppb,0.06,ppb,17.68,ng/g,0.13,ng/g,Canadian
285,6319,NLA12_NM-132,1,Y,WMTNS,WMT,44.17987055,20064357,2066.16,Region_6,MAN_MADE,NM,2.26994557, ,T,T,T,23.521,ug/L,3.2,36.83189,-104.22652,6,APHA Pt-Co,2.538,mg/L,1.231,mg/L,231,ug/L,MESOTROPHIC,Fair,50.9,Poor,37.28,0.2525,2.15,1.899651497,0.519188677,0.91861096,0.19254165,0.78,0.11607,ppb,0,ppb,49.18,ng/g,0.52,ng/g,Canadian
286,6341,NLA12_NM-152,1,Y,PLNLOW,SPL,25.20015344,20050007,2038.53,Region_6,MAN_MADE,NM,2.26994557, ,T,T,T,12.88,ug/L,1,36.17769,-104.8177,23,APHA Pt-Co,21.678,mg/L,1.511,mg/L,256,ug/L,MESOTROPHIC,Poor,23.9,Poor,0.3,0,9.9,0.26577431,0.179217646,0.921752739,0.127822643,1.24,0.16781,ppb,0,ppb,23.08,ng/g,0.08,ng/g,Canadian
287,6550,NLA12_OK-101,1,Y,PLNLOW,SPL,533.1240464,6027864,281.09,Region_6,MAN_MADE,OK,2.684319352, ,S,S,S,15.5,ug/L,7.2,34.9575,-96.708052,23,APHA Pt-Co,165,mg/L,1.2,mg/L,48,ug/L,MESOTROPHIC,Good,45.1,Fair,40.9,0.89,0,1.858087968,1.411791631,0.438372093,1.161211065,0,0.11315,ppb,0,ppb,15.41,ng/g,0.08,ng/g,Canadian
