FID,FID_1,NIDID,Dam_Name,Other_Dam_,GNIS_Name,State,Latitude,Longitude,County,River,Purposes,Year_Compl,Reservoir_,Hydraulic_,NID_Height,Maximum_Di,Maximum_St,Normal_Sto,NID_Storag,NID_Stor_1,Surface_Ar,Surface__1,Surface__2,Surface__3,Surface__4,Drai_ge_Ar,Drai_ge__1,Drai_ge__2,Drai_ge__3,Reservoir1,Reservoi_1,Reservoi_2,Shoreline_,Mean_Depth,I_ex_of_Ba,Developmen,Maximum_De,Mean_Dep_1,Mean_Q,Catchment_,Relative_D,Surface__5,Lake_Volum,Lake_Vol_1,Lake_Vol_2,AreaSqKm,Elevation,ReachCode,E2RF1_,HUC,MEANV,STRAHLER,RR,REACH,NUTCODE,PSEWER,PSEPTIC,POTHER,WATER,WETLA_S,URBGRASS,LURBAN,HURBAN,COMM,FORESTD,FORESTE,FORESTM,SHRUB,GRASS,PASTURE,CROPS,ORCHARDS,BARREN,TNLOADB,TPLOADB,TNYLDB,TPYLDB,TNCONCB,TPCONCB,TNLOADBW,TNYLDBW,TNCONCBW,TNLOAD,TPLOAD,TNYLD,TPYLD,TNCONC,TPCONC,TNPOINT,TPPOINT,TNFERT,TPFERT,T_TMOS,TNFOREST,TPFOREST,TNBARREN,TPBARREN,TNSHRUB,TPSHRUB,TNGRASS,TPGRASS,TNMAN,TPMAN,T_FRAC,TPDFRAC,BASIN NAME
33,610,MT00573,LOWER TWO MEDICINE,LOWER TWO MEDICINE LAKE,Lower Two Medicine Reservoir,MT,48.50333,-113.27,GLACIER,TWO MEDICINE CREEK,I,1967,48,42,65,20600,25120,17210,25120,1094224688,950,41382000,1.484375,3844517,3.844517,5,12.94995,3200,139400000,38252.39348,11.65932953,7.24477381,1.677442242,26.44204456,0.549238022,1.888717469,42,0.62957249,52.5877,3.368421053,0.364279509,0.181104317,749665879,21228190.8,21.2281908,2.909,1488,1.00E+13,31278,10030201,0.49,2,10030201019,32165,2,89,11,0,3,0.5,0,0,0,0,0.7,47.8,0,19.9,5.1,0,0,0,22.9,16337,1314,163,13,0.17,0.01,17041,170,0.18,36668,950,367,10,0.8,0.02,0,0,0,0,8,28,58,51,0,11,31,2,12,0,0,0.04513,0,Upper Missouri
34,611,MT00574,NELSON DIKE DA, ,Nelson Reservoir,MT,48.51389,-107.5056,PHILLIPS,MILK RIVER OS,I,1914,101,20,21,0,79224,79224,79224,3450989518,4560,198633600,7.125,18453681.6,18.4536816,35.2,91.167648,22528,981376000,185667.9685,56.59159679,35.16439922,3.71625347,17.37364433,0.579112674,2.606046649,20,0.868682216,0.0591,4.940350877,0.109247125,0.188840067,3450989518,97721219.52,97.72121952,16.625,677.3,1.01E+13,30494,10050004,0.28,1,10050004088,31371,5,0,100,0,12.5,0.7,0,0,0,0.3,0.1,0.2,0,0.5,75.3,0,10.3,0,0,1527,274,12,2,0.57,0.1,1851,14,0.69,4902,2463,37,19,91.66,46.55,6,1,9,4,30,0,0,0,0,1,0,51,91,2,3,0.24265,0.05139,Upper Missouri
35,612,MT00575,PISHKUN DIKE 1, ,Pishkun Reservoir,MT,47.65667,-112.47,TETON,DEEP CREEK TR,I,1930,85,37,50,0,46670,46670,46670,2032940533,1550,67518000,2.421875,6272633,6.272633,0,0,0,0,111786.0116,34.07237634,21.17159988,3.837711963,30.1096083,0.591878427,2.441319592,37,0.813773197,.,0,0.324743726,0.108963229,2032940533,57566511.6,57.5665116,6.145,4370,1.00E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Missouri
36,613,MT00577,WILLOW CREEK BOR MT, ,Willow Creek Reservoir,MT,47.52,-112.4033,LEWIS AND CLARK,WILLOW CREEK,I,1910,105,69,93,0,39800,32300,39800,1733684020,1470,64033200,2.296875,5948884.2,5.9488842,95,246.04905,60800,2648600000,68413.3844,20.85239957,12.95708453,2.411754912,27.07476778,0.523385159,1.177163816,69,0.392387939,28.7973,41.36054422,0.299852439,0.149314121,1406984770,39841404,39.841404,5.355,.,1.00E+13,29432,10030104,0.35,2,10030104043,30304,2,93,7,0,0.5,2.1,0,0,0,0,0.6,18.4,0,8,63.7,4.9,0,0,1.7,3578,546,26,4,0.13,0.02,4068,30,0.15,11699,3121,85,23,0.47,0.13,2,1,9,8,20,17,8,6,0,7,4,37,74,3,5,0.10256,0,Upper Missouri
37,614,MT00579,TIBER, ,Lake Elwell,MT,48.31111,-111.0767,LIBERTY,MARIAS RIVER,ISCR,1955,60,197,206,68470,1424478,967320,1424478,62050119232,17886,779114160,27.946875,72382137.96,72.38213796,4393,11377.82607,2811520,1.22E+11,1046323.72,318.9194699,198.1674346,10.57450925,79.64188359,0.267287565,1.212820562,197,0.404273521,303.2,157.1910992,0.252863662,0.060663732,42136362468,1193169874,1193.169874,50.729,908.9,1.00E+13,31038,10030203,0.88,5,10030203038,31922,5,72,26,2,1.5,0.9,0,0,0,0.1,0.6,5.4,0.1,1.3,42.2,3.2,44,0,0.6,65946,18409,5,1,0.03,0.01,70993,6,0.04,485572,23317,39,2,1.83,0.1,3,2,49,33,11,7,3,3,0,2,1,18,48,6,13,0.09793,0,Upper Missouri
38,615,MT00581,SWIFT (PONDERA), ,Swift Reservoir,MT,48.157,-112.8742,PONDERA,BIRCH CREEK,I,1967,48,172,205,33700,34000,30000,34000,1481036600,450.107,19606660.92,0.703292188,1821520.014,1.821520014,0,0,0,0,41413.1031,12.62271383,7.843393249,2.638339343,75.53742098,0.341113863,1.317513157,172,0.439171052,10.459,0,1.511839828,0.049224417,1306797000,37004400,37.0044,1.822,1488.6,1.00E+13,31004,10030201,0.24,2,10030201076,31891,2,100,0,0,0.5,0.3,0,0,0,0,1.2,43.7,2,8.5,40.8,0,0,0,3,11897,1208,94,10,0.16,0.02,12648,100,0.17,17754,2362,140,19,1.93,0.26,0,0,0,0,14,45,32,11,0,8,8,22,60,0,0,0.02948,0,Upper Missouri
39,616,MT00640,HEWITT,MT10005,ND,MT,48.5391,-107.5823,PHILLIPS,HEWITT LK COULEE,P,1938,77,6,10,5000,3250,1070,3250,141569675,644,28052640,1.00625,2606177.84,2.60617784,17.4,45.065826,11136,485112000,.,0,0,0,5.046572266,0,2.523286133,6,0.841095378,.,17.29192547,0.084441332,1.974641035,46609093,1319823.6,1.3198236,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Missouri
40,617,MT00642,CREEDMAN COULEE DAM, ,ND,MT,48.96,-109.75,HILL,CREEDMAN COULEE,F,1938,77,19.5,22,1620,4140,2041,4140,180337986,308,13416480,0.48125,1246432.88,1.24643288,35.64,92.3072436,22809.6,993643200,.,0,0,0,13.44152758,0,2.067927321,19.5,0.689309107,.,74.05714286,0.325218155,0.495100973,88905755.9,2517532.68,2.51753268,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Missouri
41,618,MT00645,MEDICINE LAKE DAM NO. 4, ,Medicine Lake,MT,48.475,-104.5083,SHERIDAN,LAKE CREEK,F,1935,80,14.45,15,0,67100,21835,67100,2922869290,8663,377360280,13.5359375,35057948.18,35.05794818,842,2180.77158,538880,23474960000,367551.1232,112.0295824,69.61197743,5.337456649,7.745566889,4.159560147,1.608076171,14.45,0.53602539,30.8,62.20477894,0.035336259,1.301670871,951130416.5,26933035.8,26.9330358,39.36,589.2,1.01E+13,31187,10060006,0.43,3,10060006016,32075,5,65,33,2,2.2,1,0,0,0,0,0.3,0.1,0,9.5,19.4,3.6,63.8,0,0,44374,15644,8,3,0.34,0.12,49649,9,0.38,164188,25319,30,5,5.93,0.97,2,1,49,34,22,0,0,0,0,8,10,9,32,9,22,0.05766,0,Upper Missouri
42,619,MT00689,TRIPLE CROSSING, ,Triple Crossing Reservoir,MT,47.9791,-107.1173,VALLEY,LONE TREE CREEK,C,1961,54,35,35,2140,6272,4358,6272,273207692.8,394.563,17187164.28,0.616504688,1596741.222,1.596741222,0,0,0,0,47260.82328,14.40509894,8.950916365,3.215835817,15.8960308,2.679766215,1.362516926,35,0.454172309,13.617,0,0.339806772,0.29704018,189834044.2,5375505.84,5.37550584,1.597,734.6,1.01E+13,30647,10050012,0.41,1,10050012034,31525,4,0,100,0,0.5,0.8,0,0,0,0,0,0.2,0,41.1,53.3,0,1.4,0,2.7,487,397,2,2,0.09,0.07,784,3,0.14,12423,2655,50,11,1.03,0.22,0,0,1,0,24,0,0,10,0,37,33,28,66,0,0,0.13921,0.03416,Upper Missouri
43,620,MT00743,HELENA VALLEY, ,Helena Valley Reservoir,MT,46.625,-111.8817,LEWIS AND CLARK,TENMILE CREEK TR,IS,1957,58,66,94,0,10702,10451,10702,466178049.8,531,23130360,0.8296875,2148882.66,2.14888266,3,7.76997,1920,83640000,35216.18835,10.73389421,6.669734777,2.065598222,20.15437934,0.832659326,0.916108152,66,0.305369384,.,3.615819209,0.37138442,0.166695065,455244514.9,12891099.48,12.89109948,2.284,1164.6,1.00E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Missouri
44,621,MT00749,WILLOW CREEK BOR MT - DIKE 5, ,ND,MT,47.49083,-112.4072,LEWIS AND CLARK,SUN RIVER-TR,I,1940,75,10,23,20000,39800,32300,39800,1733684020,1530,66646800,2.390625,6191695.8,6.1916958,95,246.04905,60800,2648600000,.,0,0,0,26.01301218,0,7.803903653,10,2.601301218,.,39.73856209,0.282388133,0.155408574,1406984770,39841404,39.841404,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Missouri
45,622,MT00882,EARTHQUAKE LAKE, ,Earthquake Lake,MT,44.832,-111.4226,MADISON,MADISON RIVER,O,1959,56,200,200,0,59500,59400,59500,2591814050,614.31,26759343.6,0.959859375,2486026.567,2.486026567,0,0,0,0,50049.45525,15.25507396,9.479066527,2.729331742,96.85641355,0.208207208,1.452846203,200,0.484282068,1083.72,0,1.659342758,0.033930262,2587458060,73268712,73.268712,2.486,1947.1,1.00E+13,29009,10020007,1.29,4,10020007055,29878,2,44,54,2,2.5,0.6,0,0,0,0.1,0.5,47.9,0.1,9.3,5.7,0.5,0.1,0,32.8,131209,18668,49,7,0.12,0.02,142443,53,0.13,984738,35375,367,13,1.06,0.04,0,0,1,1,9,23,25,61,57,4,8,2,8,0,0,0.15894,0,Upper Missouri
46,623,MT00905,LIMA, ,Lima Reservoir,MT,44.6569,-112.3692,BEAVERHEAD,RED ROCK RIVER,I,1934,81,54,56,47714,133000,75180,133000,5793466700,5900,257004000,9.21875,23876474,23.876474,570,1476.2943,364800,15891600000,261779.4116,79.79036465,49.57944988,4.606385124,22.54232113,0.860430935,1.252351174,54,0.417450391,120.254,61.83050847,0.124616095,0.25747541,3274833282,92733026.4,92.7330264,17.695,.,1.00E+13,31231,10020001,0.64,3,10020001113,32118,2,93,7,0,2.4,2.9,0,0,0,0,0.5,18.3,0.1,33.7,41.4,0.4,0.1,0,0.3,14696,2835,12,2,0.08,0.02,17102,14,0.09,103075,15537,83,13,1,0.15,0,0,1,1,20,15,8,0,0,37,32,25,58,0,1,0.03943,0,Upper Missouri
47,624,MT01125,LAKE FRANCES EAST DAM, ,Lake Frances,MT,48.2629,-112.2074,PONDERA,TR-DRY FORK MARIAS RIVER,IS,1909,106,57,64,950,133000,105000,133000,5793466700,5300,230868000,8.28125,21448358,21.448358,21.2,54.907788,13568,591056000,86523.09415,26.3722391,16.38695489,1.606367359,25.09428201,0.203622419,1.320751685,57,0.440250562,.,2.56,0.146365376,0.165604693,4573789500,129515400,129.5154,21.253,1161.6,1.00E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Missouri
48,625,MT01138,FOUR HORNS, ,Four Horns Lake,MT,48.3439,-112.6954,GLACIER,BIG PLUM COULEE,I,1932,83,35,45,0,30000,20000,30000,1306797000,719.123,31324997.88,1.123629688,2910190.104,2.910190104,0,0,0,0,34405.80582,10.48688962,6.516253188,1.734127031,41.71738511,0.425093622,3.575775866,35,1.191925289,6.1917,0,0.660567195,0.117966651,871198000,24669600,24.6696,2.91,1253,1.00E+13,31011,10030201,0.32,1,10030201060,31894,2,60,33,8,4.5,0.4,0,0,0,0,0,0,0,0.2,95,0,0,0,0,2311,279,33,4,0.15,0.02,2568,37,0.17,1838,420,26,6,0.34,0.08,4,1,0,0,20,0,0,0,0,0,0,76,99,0,0,0.04858,0,Upper Missouri
49,626,MT01329,VESETH RESERVOIR,VESETH RESERVOIR,Veseth Reservoir,MT,47.9172,-108.1725,PHILLIPS,SEVEN MILE CREEK,I,1925,90,30,30,0,5865,3818,5865,255478813.5,400.332,17438461.92,0.62551875,1620087.558,1.620087558,0,0,0,0,26116.91694,7.960436283,4.946387367,1.764259718,14.65030659,1.690319627,1.465030659,30,0.488343553,.,0,0.310912421,0.344009511,166311698.2,4709426.64,4.70942664,1.62,822.7,1.01E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Missouri
50,627,MT01354,EUREKA RESERVOIR DAM, ,Eureka Reservoir,MT,47.8784,-112.3178,TETON,TETON RIVER OFFSTREAM,I,1936,79,28,31,4400,6200,5500,6200,270071380,390,16988400,0.609375,1578275.4,1.5782754,1.8,4.661982,1152,50184000,26026.94198,7.933011914,4.929346649,1.781318605,15.8973994,1.169346728,1.703292793,28,0.567764264,14.8405,2.953846154,0.341818288,0.232641927,239579450,6784140,6.78414,1.7,1257.6,1.00E+13,31003,10030205,0.26,2,10030205043,31887,2,100,0,0,0.5,2.8,0,0,0,0,0.3,43.3,0,6.7,40.3,1.1,0.1,0,4.9,4202,1088,11,3,0.03,0.01,4609,13,0.03,13908,908,38,2,1.09,0.07,0,0,7,3,16,32,26,13,0,5,5,26,64,1,1,0.04169,0,Upper Missouri
51,628,MT01356,BYNUM RESERVOIR DAM, ,Bynum Reservoir,MT,47.9648,-112.416,TETON,MILLER CREEK,I,1926,89,60,60,2000,107000,87000,107000,4660909300,3200,139392000,5,12949952,12.949952,32.6,84.433674,20864,908888000,63486.61386,19.3507199,12.02398374,1.516903448,33.43742324,0.180320774,1.671871162,60,0.557290387,.,6.52,0.25099168,0.120674857,3789711300,107312760,107.31276,11.409,.,1.00E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Missouri
52,629,MT01484,LAKE FRANCES NORTH DAM, ,Lake Frances,MT,48.3,-112.2839,PONDERA,BIRCH CREEK OFFSTREAM,I,1909,106,22,22,1300,95000,67000,95000,4138190500,5300,230868000,8.28125,21448358,21.448358,21.5,55.684785,13760,599420000,86523.09415,26.3722391,16.38695489,1.606367359,17.92448715,0.319109762,2.444248248,22,0.814749416,.,2.596226415,0.104546697,0.259529742,2918513300,82643160,82.64316,21.253,1161.6,1.00E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Missouri
53,630,MT01596,NEWLAN CREEK DAM, ,Newlan Creek Reservoir,MT,46.6363,-110.9376,MEAGHER,NEWLAN CREEK,I,1977,38,108,131,4260,15600,12230,15600,679534440,317,13808520,0.4953125,1282854.62,1.28285462,43.4,112.405566,27776,1209992000,27328.04545,8.329588253,5.17576784,2.074577693,49.21124349,0.552160029,1.366978986,108,0.455659662,14.1582,87.6214511,1.173643562,0.085039143,532737577,15085460.4,15.0854604,1.072,.,1.00E+13,29381,10030103,0.42,1,10030103068,30252,2,88,13,0,0.5,0,0,0,0,0.3,2.5,45,0,2.6,37.1,7,3.9,0,1.2,2941,596,16,3,0.12,0.03,3513,19,0.15,10793,906,57,5,0.86,0.08,0,0,15,14,18,39,28,4,3,2,2,17,45,4,7,0.08592,0,Upper Missouri
54,631,MT02738,LAKE MASON, ,Lake Mason,MT,46.5231,-108.6649,MUSSELSHELL,WILLOW CREEK,O,1949,66,8,8,0,3285,173,3285,143094271.5,924.322,40263466.32,1.444253125,3740601.729,3.740601729,0,0,0,0,43649.7433,13.30444176,8.266999483,1.940532018,3.553948147,62.34741352,1.332730555,8,0.444243518,5.9,0,0.049636478,17.52924677,7535862.7,213392.04,0.21339204,3.741,.,1.00E+13,30269,10040202,0.28,2,10040202031,31144,4,1,94,5,0.3,0.4,0,0,0,0.1,0.5,8.6,0,3.1,67.1,1.7,18.1,0,0,532,477,1,1,0.04,0.03,802,1,0.06,13645,5284,22,8,2.64,1,2,1,18,10,24,4,3,0,0,3,2,40,75,7,9,0.07197,0,Upper Missouri
55,632,MT03098,MEDICINE LAKE REFUGE #11, ,ND,MT,48.5148,-104.2676,SHERIDAN,LAKE CREEK,O,1935,80,8,8,0,2347,249,2347,102235085.3,295.548,12874070.88,0.46179375,1196041.379,1.196041379,0,0,0,0,25544.45275,7.785949198,4.837966084,2.008322039,7.941162221,25.35012508,2.977935833,8,0.992645278,16.9,0,0.196142438,3.894168558,10846415.1,307136.52,0.30713652,1.196,.,.,30941,10060006,0.28,2,10060006020,31823,5,67,30,2,2.5,1.1,0,0,0,0,0.3,0.1,0,9.7,17.5,3.8,65,0,0,46545,16001,9,3,0.38,0.13,51888,10,0.42,152642,23050,30,4,10.05,1.61,2,2,50,35,22,0,0,0,0,8,11,8,30,10,22,0.04619,0,Upper Missouri
56,633,MT03099,MEDICINE LAKE DAM NO. 12, ,ND,MT,48.51778,-104.25,SHERIDAN,LAKE CREEK,F,1935,80,9.6,9.6,2750,2210,635,2210,96267379,363,15812280,0.5671875,1469010.18,1.46901018,486,1258.73514,311040,13549680000,61785.23088,18.83213837,11.70175202,4.383107527,6.088140293,24.04328471,1.902543842,9.6,0.634181281,.,856.8595041,0.135685317,1.875508203,27660536.5,783259.8,0.7832598,1.291,592.8,1.01E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Missouri
57,634,MT03155,FRAZER LAKE DAM EAST, ,Frazer Lake,MT,48.05,-106.0133,VALLEY,MISSOURI TR,I,1908,107,10,10,0,4000,600,4000,174239600,309.728,13491751.68,0.48395,1253425.854,1.253425854,0,0,0,0,18013.17527,5.490415823,3.411587318,1.383409661,12.91452764,7.41859863,3.874358292,10,1.291452764,.,0,0.311594516,1.693617319,26135940,740088,0.740088,1.253,630.9,1.01E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Missouri
58,635,MT03431,BOBS MUD LAKE, ,Mud Lake,MT,48.8396,-109.698,HILL,DIFFUSED SURFACE WATER,P,1976,39,16,16,0,526,222,526,22912507.4,490.458,21364350.48,0.766340625,1984814.862,1.984814862,0,0,0,0,36690.83762,11.18336731,6.9490245,2.239275243,1.072464497,40.84016636,0.201087093,16,0.067029031,.,0,0.02056286,7.248279247,9670297.8,273832.56,0.27383256,1.985,.,1.01E+13,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Missouri
59,636,MT03473,HOMESTEAD DAM, ,Homestead Lake,MT,48.385,-104.5783,SHERIDAN,BIG MUDDY CREEK - OS,F,1953,62,14,14,2800,8445,2435,8445,367863355.5,1300,56628000,2.03125,5260918,5.260918,128,331.51872,81920,3568640000,105132.1404,32.04427641,19.91139661,3.941074041,6.496138933,10.66889379,1.392029771,14,0.464009924,4.8,63.01538462,0.076504176,1.751581925,106068356.5,3003523.8,3.0035238,4.79,.,1.01E+13,31189,10060006,0.34,1,10060006012,32077,5,76,23,1,0,0.1,0,0,0,0,0,0,0,1.2,0.9,0.1,97.6,0,0,949,191,9,2,0.38,0.08,1171,11,0.47,6020,676,55,6,1.4,0.17,2,2,60,59,24,0,0,0,0,1,2,0,2,12,36,0.0497,0,Upper Missouri
60,637,MT03748,LAKE HELENA,RON S BAAAAATH,Lake Helena,MT,46.7027,-111.9025,LEWIS & CLARK,PRICKLY PEAR CREEK,S,1972,43,20,20,0,49047,8160,49047,2136482415,2079.01,90561675.6,3.248453125,8413462.409,8.413462409,0,0,0,0,71338.2119,21.74388699,13.5110293,2.114680176,23.59146296,2.160304207,3.538719444,20,1.179573148,68.5107,0,0.219699009,0.835896463,355448784,10065196.8,10.0651968,8.413,1111.3,1.00E+13,31166,10030101,0.51,3,10030101040,32054,2,61,38,0,0.7,0.2,0.4,0.8,0,1.9,0.4,44.2,0,8.8,32.3,2.7,7.1,0,0.3,17729,3837,12,3,0.07,0.02,20772,14,0.09,122537,8294,83,6,2.02,0.15,53,33,8,18,9,15,11,0,0,3,3,7,23,3,11,0.20855,0.01166,Upper Missouri
61,638,MT03780,DRY FORK, ,ND,MT,48.6644,-109.2227,BLAINE,DRY FORK CREEK,IP,1986,29,36,45,0,6229,6229,6229,271334617.1,406,17685360,0.634375,1643025.16,1.64302516,0,0,0,0,.,0,0,0,15.34232931,0,1.278527443,36,0.426175814,.,0,0.323317935,0.213842376,271334617.1,7683346.92,7.68334692,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Missouri
62,639,MT10005,HEWITT DAM, ,ND,MT,48.54,-107.5817,PHILLIPS,HEWITT LAKE COULEE,F,1938,77,7,10,0,3250,1070,3250,141569675,459,19994040,0.7171875,1857508.74,1.85750874,17.4,45.065826,11136,485112000,.,0,0,0,7.080593767,0,3.034540186,7,1.011513395,.,24.26143791,0.140334628,1.40739167,46609093,1319823.6,1.3198236,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Missouri
63,640,MT82920,HELENA VALLEY DIKE, ,ND,MT,46.48944,-111.8528,LEWIS AND CLARK,TENMILE CREEK,IS,1958,57,1,30,0,10702,10451,10702,466178049.8,531,23130360,0.8296875,2148882.66,2.14888266,3,7.76997,1920,83640000,.,0,0,0,20.15437934,0,60.46313803,1,20.15437934,.,3.615819209,0.37138442,0.166695065,455244514.9,12891099.48,12.89109948,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Missouri
64,641,MT82922,NELSON DIKE B, ,Nelson Reservoir,MT,48.49139,-107.5256,PHILLIPS,ND,I,1922,93,12,14,0,79224,79224,79224,3450989518,4560,198633600,7.125,18453681.6,18.4536816,35.2,91.167648,22528,981376000,185667.9685,56.59159679,35.16439922,3.71625347,17.37364433,0.579112674,4.343411082,12,1.447803694,0.0591,4.940350877,0.109247125,0.188840067,3450989518,97721219.52,97.72121952,16.625,677.3,1.01E+13,30494,10050004,0.28,1,10050004088,31371,5,0,100,0,12.5,0.7,0,0,0,0.3,0.1,0.2,0,0.5,75.3,0,10.3,0,0,1527,274,12,2,0.57,0.1,1851,14,0.69,4902,2463,37,19,91.66,46.55,6,1,9,4,30,0,0,0,0,1,0,51,91,2,3,0.24265,0.05139,Upper Missouri
65,642,MT82925,PISHKUN DIKE 2, ,ND,MT,47.58889,-112.47,TETON,DEEP CREEK TR,I,1931,84,22,35,0,46670,46670,46670,2032940533,1550,67518000,2.421875,6272633,6.272633,0,0,0,0,.,0,0,0,30.1096083,0,4.105855677,22,1.368618559,.,0,0.324743726,0.108963229,2032940533,57566511.6,57.5665116,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Upper Missouri
66,33,AR00536,MILLWOOD DAM,MILLWOOD LAKE,ND,AR,33.695,-93.96167,LITTLE RIVER,LITTLE,CSR,1966,49,74,91,473300,1854930,172000,1854930,80800565307,29000,1263240000,45.3125,117358940,117.35894,4144,10732.91856,2652160,1.16E+11,.,0,0,0,63.96295661,0,2.593092836,74,0.864364279,.,91.4537931,0.159489114,0.553166179,7492302800,212158560,212.15856,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red River
67,39,AR00872,LAKE ERLING DAM, ,Lake Erling,AR,33.05,-93.51681,LAFAYETTE,BODCAW,SR,1956,59,30,43,8000,138250,76750,138250,6022156175,2350,102366000,3.671875,9510121,9.510121,408,1056.71592,261120,11375040000,270719.9558,82.51544253,51.27273531,7.548090575,58.82965218,0.871615083,5.882965218,30,1.960988406,526.734,111.1148936,0.515304414,0.100455923,3343222325,94669590,94.66959,17.763,65.8,1.11E+13,37044,11140205,1.57,2,11140205006,37995,9,89,10,1,0.5,4.1,0,0.2,0,0.3,33.7,22.1,21.6,0,0,14.8,0.3,0,2.5,39550,13598,49,17,0.15,0.05,62530,77,0.24,308117,67837,381,84,0.66,0.15,5,3,13,3,34,22,27,3,4,0,0,0,0,23,62,0.71744,0.30344,Red River
68,43,AR01189,NACOOSA PAPER RETENTION POND LEVEE, ,ND,AR,33.61672,-94.08358,LITTLE RIVER,HANEY CREEK-TR,O,1968,47,10,14,2043,4609,2004,4609,200767579.1,478,20821680,0.746875,1934399.08,1.93439908,0,0,0,0,27819.06821,8.479251989,5.268764604,1.719805742,9.642237279,3.43026532,2.892671184,10,0.964223728,.,0,0.187268779,0.782557481,87294039.6,2471893.92,2.47189392,.,.,.,.,.,.,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Red River
