"RESID","SHALLOW","MUDFLAT","BKWATER","CONN_BW","CONN_TR","N_STRUC","SHAL_LZ","DIST_RZ","X_NUTRI","ALGAE","SEDIMEN","SHOREER","NOCOVES","SHOREHO","SUBSTHO","STATE","RESINFO","RESNAME1","LONGITUDE","LATITUDE","CLUSID"
"OK135",2.98575947,4,3,1,3,4,3,2,1,1,4,3,3,4,5,"OK",135,"Frederick Lake",-98.89,34.5117,"SPL                5"
"OK138",2.292494399,1,2,2,2,4,3,3,1,1,3,3,3,3,3,"OK",138,"Shawnee Twin Lake #1",-97.065,35.3483,"SPL                1"
"OK139",2.302696047,1,2,2,2,4,3,3,1,1,3,3,3,3,3,"OK",139,"Shawnee Twin Lake #2",-97.0683,35.355,"SPL                1"
"OK140",1.457934037,0,0,0,0,3,2,1,1,1,1,2,2,1,1,"OK",140,"Shell Creek Lake",-96.18,36.1817,"SPL                1"
"OK142",0.511038599,0,0,0,0,3,1,2,1,1,1,1,1,1,1,"OK",142,"Skiatook Lake",-96.09167,36.35167,"SPL                1"
"OK143",0.269798427,0,0,0,0,3,1,1,0,1,1,3,2,1,1,"OK",143,"Sooner Lake",-96.995,36.4583,"SPL                1"
"OK145",1.615739419,1,2,2,2,3,2,1,1,1,1,1,1,1,1,"OK",145,"Sportsman Lake",-96.5422,35.2039,"SPL                1"
"OK146",2.368579916,1,0,0,0,2,4,2,1,0,4,5,4,3,4,"OK",146,"Draper Lake",-97.37,35.3117,"SPL                1"
"OK147",1.517065904,1,1,1,2,0,1,0,1,0,1,1,1,3,1,"OK",147,"Stroud Lake",-96.0194,35.8083,"TPL                3"
"OK148",4.589187243,5,4,2,4,5,5,2,4,3,3,3,3,4,4,"OK",148,"Taylor Lake",-97.9194,34.7483,"SPL                5"
"OK149",0.48300658,1,1,1,3,4,1,2,5,0,2,1,1,4,4,"OK",149,"Tenkiller Ferry",-95.03667,35.59333,"SAP                3"
"OK152",2.839105431,4,1,1,4,2,4,1,2,1,4,4,4,4,5,"OK",152,"W.D. Mayo",-94.55833,35.315,"SAP                3"
"OK153",3.083183633,4,3,3,3,3,3,2,3,1,3,3,3,4,4,"OK",153,"Waurika Lake",-98.055,34.235,"SPL                3"
"OK155",1.73595428,3,1,1,4,2,2,2,2,1,4,5,4,4,4,"OK",155,"Webbers Falls",-95.16833,35.55333,"SAP                3"
"OK156",2.170804093,1,2,2,2,4,3,2,1,1,3,2,2,2,2,"OK",156,"Wewoka Lake",-96.5267,35.18,"SPL                1"
"OK158",3.762129469,5,2,2,4,3,3,2,4,3,5,3,3,3,3,"OK",158,"Wister",-94.71667,34.93833,"SAP                3"
"OK159",0.404307239,0,5,5,1,5,1,5,1,1,1,1,1,5,1,"OK",159,"Yahola",-95.9233,36.2183,"TPL                3"
"OK160",2.918329146,4,3,3,4,2,2,1,5,2,5,4,5,3,4,"OK",160,"Fort Cobb Reservoir",-98.467569,35.186436,"SPL                5"
"OK161",1.219614336,0,0,0,0,1,1,1,3,0,3,2,2,4,2,"OK",161,"Boomer Lake",-97.063193,36.15146,"SPL                1"
"OK162",0.811888472,0,0,0.059174177,0,2,1,1,0,1,2,3,3,2,2,"OK",162,"McMurtry Lake",-97.181997,36.176821,"SPL                1"
"OK163",2.024532409,0,0,0,0,1,3,1,1,0,3,3,2,2,1,"OK",163,"Lone Chimney Lake",-96.832395,36.245658,"SPL                1"
"OK164",3.274504626,3,1,1,3,1,3,3,3,1,4,3,2,3,3,"OK",164,"Atoka Lake",-96.156392,34.400394,"SAP                3"
"OK165",0.339345872,1,5,5,0,4,1,1,2,1,1,2,1,2,2,"OK",165,"W.R. Holway Reservoir",-95.098958,36.254102,"SAP                3"
"OK166",1.048864678,1,0,0,0,2,1,2,4,0,2,4,3,2,2,"OK",166,"Thunderbird Reservoir",-97.230234,35.223045,"SPL                1"
"OK167",1.369422767,3,2,2,1,2,1,1,1,0,2,1,1,1,2,"OK",167,"Foss",-99.210377,35.566305,"SPL                1"
"OK18",1.35985996,1,2,2,2,3,2,2,4,1,3,4,3,3,3,"OK",18,"Arcadia",-97.36167,35.645,"SPL                5"
"OK19",0.662149641,0,0,0,0,3,1,1,1,0,1,1,1,1,1,"OK",19,"Birch lake",-96.15833,36.535,"SPL                1"
"OK20",0.847021106,0,0,0,0,3,1,1,1,0,2,1,1,1,1,"OK",20,"Bluestem lake",-96.39167,36.69833,"TPL                3"
"OK21",0.945200189,2,3,3,2,2,1,1,2,0,2,2,2,3,3,"OK",21,"Broken Bow",-94.68333,34.145,"SAP                3"
"OK24",1.797856286,1,0,0,1,1,1,2,2,1,4,1,2,1,2,"OK",24,"Brushy Creek",-94.8274,35.5351,"SAP                4"
"OK25",1.46472703,2,3,1,2,4,1,2,3,0,2,3,2,3,2,"OK",25,"Canton",-98.59167,36.09167,"SPL                3"
"OK26",2.473382309,0,0,0,0,2,4,2,1,1,4,3,3,3,2,"OK",26,"Carl Blackwell",-97.1917,36.135,"SPL                3"
"OK27",1.33274694,1,2,1,3,4,1,4,4,1,3,3,2,2,2,"OK",27,"Lake Chickasha",-98.1317,35.13,"SPL                3"
"OK29",3.427623711,4,2,2,2,2,3,4,5,1,3,3,3,3,3,"OK",29,"Claremore Lake",-95.58,36.3233,"TPL                1"
"OK3",3.7719869,4,4,4,1,3,4,1,3,1,3,3,3,3,2,"OK",3,"Altus-Lugert",-99.29581,34.8865,"SPL                3"
"OK30",1.094802873,1,2,2,2,4,1,1,2,1,2,2,3,2,2,"OK",30,"Clear Creek",-97.8417,34.5861,"SPL                3"
"OK31",4.861871277,4,4,4,4,4,5,4,1,1,5,3,4,3,3,"OK",31,"Clinton Lake",-99.2267,35.43,"SPL                5"
"OK32",3.284538423,2,2,1,2,2,4,4,2,1,4,4,3,3,4,"OK",32,"Coalgate City Lake",-96.23035,34.5721,"SAP                3"
"OK35",2.143329626,0,0,0,0,4,3,1,2,1,4,3,4,4,3,"OK",35,"Cushing City Lake",-96.875,36.03,"SPL                3"
"OK36",2.649418817,4,4,3,4,3,3,1,3,2,4,4,4,3,3,"OK",36,"Lake Texoma",-96.56667,33.83333,"CPL                4"
"OK39",1.743121622,3,3,3,3,4,1,3,1,1,4,3,3,2,2,"OK",39,"Duncan Lake",-97.81,34.5217,"SPL                3"
"OK41",3.22952442,4,3,3,4,4,3,2,2,1,3,4,3,3,2,"OK",41,"Lake Ellsworth",-98.36814,34.79445,"SPL                3"
"OK42",1.94306127,1,1,1,1,1,1,1,5,5,3,1,1,1,1,"OK",42,"EUCHA",-94.935,36.375,"SAP                4"
"OK43",1.63216647,2,1,1,1,4,3,3,1,1,4.024146645,4.086757984,3.209860674,3.804611355,3.434549621,"OK",43,"Eufaula Lake",-95.36167,35.30833,"SPL                5"
"OK45",1.983450238,3,1,1,1,1,2,1,3,1,2,4,2,2,2,"OK",45,"Fort Gibson Lake",-96.15833,36.535,"SPL                3"
"OK53",4.955816428,4,2,3,2,5,5,1,4,0,5,4,4,4,4,"OK",53,"",-99.56667,36.55,"SPL                5"
"OK54",5.465810423,5,3,3,4,5,5,4,5,1,5,5,5,5,4,"OK",54,"Great Salt Plains",-98.13833,36.74833,"SPL                5"
"OK55",1.858522154,1,3,1,4,1,1,1,4,1,4,1,2,1,1,"OK",55,"Greenleaf",-95.16667,35.60833,"SAP                4"
"OK56",0.790982996,0,0,1,0,3,1,1,4,0,2,1,2,1,1,"OK",56,"Guthrie City Lake",-97.44,35.82,"SPL                1"
"OK57",3.723683831,4,2,0,1,2,4,3,2,1,3,4,1,3,4,"OK",57,"Healdton City Lake",-97.0222,34.0917,"SPL                3"
"OK59",4.172161149,5,2,1,1,3,4,1,2,1,5,3,4,3,3,"OK",59,"Heyburn Lake",-96.305,35.94667,"SPL                5"
"OK60",4.289332863,4,3,3,3,3,4,4,1,1,4,3,3,3,3,"OK",60,"Rocky Lake",-99.0733,35.1694,"SPL                5"
"OK61",1.39262468,1,2,2,1,4,2,3,1,0,2,3,1,2,2,"OK",61,"Holdenville Lake",-96.37,35.0283,"SPL                1"
"OK62",1.944832847,0,0,0,0,3,3,1,1,1,3,2,1,1,2,"OK",62,"Bartlesville City Lake",-96.0389,36.8067,"SPL                1"
"OK63",2.534945534,4,3,3,3,2,3,2,2,0,4,4,3,3,3,"OK",63,"Hugo",-95.37667,34.01667,"CPL                4"
"OK64",3.879973596,2,1,1,2,3,5,3,3,1,5,3,4,4,4,"OK",64,"Hulah Lake",-96.08333,36.92667,"SPL                3"
"OK65",1.518204835,2,3,3,3,3,2,4,2,1,2,2,3,2,2,"OK",65,"Lake Humphreys",-97.88361,34.58611,"SPL                3"
"OK66",1.933035266,1,1,0,1,3,2,1.48632242,3,0,1,2,1,2,2,"OK",66,"Lake Jean Neustadt",-97.0222,34.0917,"SPL                3"
"OK67",2.382462032,1,2,2,2,4,4,1.649065909,0,1,4,4,4,3,3,"OK",67,"Jim Hall Lake",-95.9217,35.4183,"SPL                1"
"OK68",1.10590924,0,0,1,1,3,2,2,4,2,4,4,5,3,3,"OK",68,"Kaw Lake",-96.92333,36.70167,"SPL                5"
"OK69",2.867137653,4,2,2,4,2,2.665173837,2,3,0,5,2,2,2,3,"OK",69,"Keystone Lake",-96.25333,36.15,"SPL                5"
"OK71",0.718308578,0,3,3,3,4,1,1,2,1,1,3,2,3,2,"OK",71,"Konawa Lake",-96.7017,34.9617,"SPL                1"
"OK72",0.876753859,1,2,2,3,1,1,1,1,1,1,1,1,1,1,"OK",72,"Lake Elmer Thomas",-98.63333,34.82778,"SPL                1"
"OK73",1.020636449,2,3,2,3,3.285733659,1,3,4,3,2,1,2,2,2,"OK",73,"Lake Lawtonka",-98.5,34.73645,"SPL                3"
"OK75",1.340505382,2,3,3,2,3,1,4,1,0,1,1,1,2,2,"OK",75,"McAlester",-95.80367,35.175,"SAP                4"
"OK76",0.370163029,1,1,0,0,0,0,1,0,0,1,1,0,0,0,"OK",76,"McGee Creek Lake",-95.87519,34.31404,"SAP                1"
"OK80",1.698919554,1,2,2,2,4,2,1,1,1,4,4,3,3,3,"OK",80,"Meeker Lake",-96.0222,35.5583,"SPL                1"
"OK82",2.444452266,3,3,2,2,3,2,2,2,1,2,2,2,2,2,"OK",82,"Tom Steed Reservoir",-98.98746,34.73861,"SPL                3"
"OK85",-0.196057371,0,0,0,0,1,0,1,1,1,1,1,1,0,1,"OK",85,"Lake Murray",-97.0633,34.98,"SPL                1"
"OK86",0.985803949,1,3,3,2,2,1,2,4,0,2,2,2,2,2,"OK",86,"New Spiro",-94.6222,35.1917,"SAP                4"
"OK88",1.659855068,1,2,2,2,3,2,1,0,1,2,2,2,2,2,"OK",88,"Okemah Lake",-96.3194,35.535,"SPL                1"
"OK89",1.129265758,1,2,2,2,4,1,1,1,1,1,1,1,2,2,"OK",89,"Okmulgee Lake",-96.0617,35.6217,"SPL                1"
"OK90",2.033514685,2,1,1,1,2,2,1,4,3,3,3,2,3,3,"OK",90,"Oologah Lake",-95.67833,36.42333,"TPL                1"
"OK93",4.432632554,2,1,1,3,5,5,3,5,1,5,3,4,3,4,"OK",93,"Overholser",-97.6694,35.485,"SPL                5"
"OK95",2.702600649,0,0,0,0,3,4,1,1,1,3,2,1,2,2,"OK",95,"Pawnee City Lake",-96.8017,36.3583,"SPL                1"
"OK97",0.423908098,1,2,2,0,1,0,3,3,0,3,4,3,4,3,"OK",97,"Grand Lake",-95.0417,36.4681,"SAP                3"
"OR29",1,1,1,0,0,2,0,1,1,1,2,2,1,1,2,"OR",29,"Emigrant Lake",-122.6052,42.16177,"WMT                2"
"OR4",0,0,3,0,0,4,0,1,1,1,2,2,1,2,2,"OR",4,"Applegate Reservoir",-123.1133,42.055,"WMT                2"
"OR46",0,0,1,0,0,2,0,1,1,0,1,1,1,0,0,"OR",46,"Hyatt Lake",-122.468,42.1716,"WMT                2"
"OR88",0,0,3,0,0,5,0,1,2,4,1,2,1,2,1,"OR",88,"Lost Creek Reservoir",-122.67,42.66833,"WMT                2"
"OR9",1,3,4,1,1,5,1,1,5,3,1,1,0,1,1,"OR",9,"Brownlee",-116.8987,44.83602,"WMT                2"
"OR91",0,0,1,0,0,4,0,0,4,4,1,1,1,1,1,"OR",91,"Willow Lake",-122.4494,42.47919,"WMT                2"
"OR93",2,1,2,0,0,3,1,1,2,3,1,1,1,1,1,"OR",93,"Fish Lake",-122.332006,42.388219,"WMT                2"
"OR94",0,0,1,0,0,3,0,1,1,1,1,1,1,1,1,"OR",94,"Howard Prairie Reservoir",-122.400799,42.226738,"WMT                2"
"PA100",1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,"PA",100,"Stillwater Lake",-75.485,41.695,"NAP                1"
"PA105",1,1,1,1,1,3,1,1,1,2,1,2,1,2,2,"PA",105,"Tioga Reservoir",-77.12833,41.90167,"NAP                1"
"PA118",0,1,1,1,1,4,1,1,1,1,1,1,1,3,1,"PA",118,"Youghiogheny River Lake",-79.36833,39.79833,"SAP                3"
"PA119",1,1,1,1,1,4,2,4,3,1,2,4,2,3,2,"PA",119,"Duck Harbor Pond",-75.2,41.75333,"NAP                2"
"PA120",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,"PA",120,"Koon Lake",-78.65912,39.769756,"SAP                1"
"PA121",2,1,0,0,0,3,2,1,5,5,4,1,4,1,1,"PA",121,"Chester-Octoraro Reservoir",-76.056833,39.80814,"SAP                4"
"PA122",1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,"PA",122,"Lake Jean",-76.29833,41.33528,"NAP                1"
"PA123",0,0,3,3,1,5,1,4,2,1,1,5,2,5,5,"PA",123,"Lake Wallenpaupack",-75.228596,41.422649,"NAP                2"
"PA13",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"PA",13,"Beaverdam Run Reservoir",-78.66111,40.31972,"SAP                1"
"PA14",0,0,5,0,0,4,1,4,1,1,2,5,1,5,5,"PA",14,"Beltzville Lake",-75.63825,40.84778,"SAP                1"
"PA15",0,4,3,0,1,4,1,1,5,4,3,2,2,1,3,"PA",15,"Blue Marsh Reservoir",-76.02872,40.3797,"SAP                4"
"PA20",1,5,1,1,1,1,1,1,2,1,5,1,4,1,1,"PA",20,"Conemaugh River Lake",-79.36667,40.46667,"SAP                4"
"PA22",1,1,2,1,2,3,2,1,4,3,3.703605199,3.450830263,3.24409181,2.402225546,2.896967397,"PA",22,"Cowanesque Lake",-77.17167,41.98167,"NAP                2"
"PA25",3,4,0,0,0,4,2,1,1,1,5,2,4,2,3,"PA",25,"Curwensville Lake",-78.52333,40.96,"SAP                3"
"PA33",2,4,1,1,1,5,3,1,3,3,2,1,1,4,4,"PA",33,"Foster Joeseph Sayers Lake",-77.61,41.045,"SAP                3"
"PA37",1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,"PA",37,"Glendale Lake",-78.535,40.69695,"SAP                1"
"PA38",3,2,1,1,1,4,4,4,1,1,2,1,3,4,2,"PA",38,"Gouldsboro Lake",-75.45167,41.235,"NAP                2"
"PA41",2,2,1,1,1,1,2,3,4,2,3.517673921,3.663366636,3.337971616,2.817495434,2.986425527,"PA",41,"Hammond Lake",-77.145,41.90167,"NAP                2"
"PA43",1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,"PA",43,"High Point Lake",-79.22667,39.78167,"SAP                1"
"PA51",2,2,2,1,2,2,2,5,3,3,3,2,2,4,4,"PA",51,"Lake Carey",-75.925,41.58833,"NAP                2"
"PA56",0,0,0,0,1,2,0,1,1,0,1,1,1,2,1,"PA",56,"Lake Marburg",-76.88167,39.81,"SAP                1"
"PA57",4,5,0,0,0,4,4,1,5,4,5,0,4,1,2,"PA",57,"Lake Ontelaunee",-75.93083,40.44695,"SAP                4"
"PA58",1,1,1,0,1,2,1,3,4,4,3,1,5,1,4,"PA",58,"Lake Redman",-76.71389,39.89695,"SAP                4"
"PA60",3,3,1,1,1,3,2,1,4,1,4,1,1,1,1,"PA",60,"Lake Somerset",-79.0675,40.02111,"SAP                4"
"PA63",4,4,1,1,3,5,4,1,1,1,4,1,2,4,4,"PA",63,"Lower Lake",-75.23528,41.31333,"NAP                2"
"PA66",1,1,0,0,0,2,1,0,1,0,2,1,2,1,1,"PA",66,"Marsh Creek Lake",-75.71833,40.05667,"SAP                1"
"PA67",1,3,1,1,1,3,1,2,1,1,2,1,2,1,1,"PA",67,"Mauch Chunk Lake",-75.79583,40.84417,"SAP                1"
"PA69",5,5,0,0,0,4,4,0,5,4,3,0,2,1,3,"PA",69,"Middle Creek Wildlife Management Area",-76.23778,40.26639,"SAP                4"
"PA72",1,1,1,1,1,3,1,1,3,3,2,1,2,1,2,"PA",72,"Lake Arthur",-80.12,40.96333,"SAP                4"
"PA76",1,1,1,0,0,2,4,1,4,1,2,1,3,0,1,"PA",76,"Lake Nockamixon",-75.18584,40.46972,"SAP                4"
"PA78",3,0,4,0,0,5,5,3,4,2,2,1,4,1,0,"PA",78,"Lake Galena",-75.20417,40.31667,"SAP                4"
"PA81",1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,"PA",81,"Pikes Creek Reservoir",-76.04945,41.265,"NAP                1"
"PA82",1,1,1,1,1,3,1,1,3,3,2,2,2,1,1,"PA",82,"Conewago Lake",-76.87055,40.09083,"SAP                4"
"PA87",2,2,2,2,1,5,3,2,1,0,2,1,2,2,2,"PA",87,"Promised Land Lake",-75.20972,41.31805,"NAP                2"
"PA88",2,2,1,1,0,3,1,2,1,1,2,2,2,1,1,"PA",88,"Prompton Lake",-75.33066,41.58854,"NAP                2"
"PA89",3,1,1,1,1,3,3,2,3,3,3,3,3,3,3,"PA",89,"Pymatuning Lake",-80.46,41.50167,"NAP                2"
"PA90",0,1,1,1,1,3,1,1,1,1,2,2,3,1,1,"PA",90,"Quemahoning Reservoir",-78.9425,40.18222,"SAP                1"
"PA91",0,1,1,1,2,2,1,2,3,2,3,3,2,1,1,"PA",91,"Raystown Lake",-78,40.43333,"SAP                4"
"PA92",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"PA",92,"Rose Valley Lake",-75.99834,41.38667,"NAP                1"
"PA94",1,1,1,1,2,3,1,2,5,3,3,2,1,1,2,"PA",94,"Shawnee Lake",-78.62,40.03167,"SAP                4"
"PA95",3,1,1,1,1,3,3,2,4,2,3,3,3,2,2,"PA",95,"Shenango Lake",-80.46333,41.265,"NAP                2"
"SD15",1,0,2,2,1,2,1,5,4,4,4,3,1,4,3,"SD",15,"Mina",-98.73167,45.44167,"TPL                1"
"SD16",1,2,1,1,1,3,1,5,4,4,3,1,1,4,4,"SD",16,"Lake Mitchell",-98.025,43.74,"TPL                1"
"SD17",0,1,2,2,1,1,0,3,1,1,3,3,3,3,3,"SD",17,"Lake Oahe",-100.3867,44.45,"NPL                1"
"SD19",1,1,4,4,1,2,1,1,1,1,2,1,1,3,2,"SD",19,"Pactola Reservoir",-103.4888,44.07435,"WMT                2"
"SD2",1,1,1,2,1,1,1,3,4,3,3,3,1,1,1,"SD",2,"Amsden",-97.97667,45.35333,"TPL                1"
"SD22",1,2,4,3,3,4,1,4,3,4,4,4,4,3,3,"SD",22,"Richmond",-98.59167,45.535,"TPL                1"
"SD23",1,2,3,3,1,2,1,1,2,2,2,4,1,3,3,"SD",23,"Shadehill",-102.2011,45.7525,"NPL                2"
"SD27",1,1,4,4,1,2,1,1,2,1,3,1,2,1,2,"SD",27,"Deerfield Reservoir",-103.801074,44.017262,"WMT                2"
"SD28",1,2,4,4,1,1,1,1,3,3,4,1,2,2,1,"SD",28,"Sheridan Lake",-103.466935,43.973978,"WMT                2"
"SD29",3,3,4,3,4,2,2,4,3,2,5,4,4,4,3,"SD",29,"Lake Sharpe",-99.907379,44.23536,"NPL                2"
"SD30",2,2,2,2,0,2,1,1,2,1,2,3,1,2,2,"SD",30,"Belle Fourche Reservoir",-103.695545,44.733808,"NPL                2"
"SD31",1,2,2,2,0,2,1,1,3,1,3,3,1,2,2,"SD",31,"Angostura Reservoir",-103.421574,43.307942,"NPL                2"
"SD6",3,3,4,1,1,3,3,1,3,2,3,2,3,3,3,"SD",6,"East Vermillion Lake",-97.17167,43.59,"TPL                1"
"SD7",1,0,1,1,0,4,0,3,4,3,4,3,1,2,3,"SD",7,"Elm Lake",-98.705,45.855,"TPL                1"
"SD8",0,1,0,0,0,3,1,2,1,0,4,4,4,2,2,"SD",8,"Lake Francis Case",-98.555,43.065,"NPL                1"
"SD9",1,1,1,1,2,1,1,1,1,1,5,3,3,3,3,"SD",9,"Lewis and Clark Lake",-97.48167,42.84833,"TPL                2"
"TN11",2,1,3,3,2,1,1,2,3,2,3,3,3,3,3,"TN",11,"Cordell Hull Reservoir",-85.94167,36.29,"SAP                3"
"TN12",1,1,4,4,1,2,1,2,1,1,1,1,1,1,2,"TN",12,"Dale Hollow Reservoir",-85.54,36.45167,"SAP                1"
"TN14",1,2,0,0,0,5,2,2,3,2,3,3,3,4,3,"TN",14,"Douglas",-83.53833,35.959,"SAP                3"
"TN17",0,0,0,0,0,3,1,2,2,1,3,2,2.87635137,4,4,"TN",17,"Patrick Henry",-82.50833,36.5,"SAP                3"
"TN20",2,2,3,3,1,3,2,2,2,1,3,3,3,2,2,"TN",20,"Great Falls Reservoir",-85.63167,35.80667,"SAP                3"
"TN27",2,2,3,3,2,3,2,3,3,2,2,4,2,4,3,"TN",27,"Nickajack Reservoir",-85.62167,35.00167,"SAP                3"
"TN29",0,1,0,0,0,2,1,0,3,1,1,2,1,2,2,"TN",29,"Normandy Reservoir",-86.24667,35.465,"SAP                4"
"TN3",0,0,0,0,0,3,0,3,1,2,3,3,3,2,2,"TN",3,"Boone",-82.43833,36.44,"SAP                3"
"TN34",0,0,1,1,0,3,0,3,1,0,1,1,1,2,1,"TN",34,"Pickwick",-88.25,35.07,"CPL                3"
"TN39",4,4,3,3,3,0,4,1.396147262,5,3,4,3,1,1,1,"TN",39,"Reelfoot",-89.43195,36.35778,"CPL                3"
"TN40",0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,"TN",40,"South Holston",-82.085,36.523,"SAP                1"
"TN42",0,1,1,1,0,1,1,2,1,1,1,2,1,2,2,"TN",42,"Tims Ford",-86.2712,35.215191,"SAP                1"
"TN43",0,0,0,0,0,3,0,1,1,1,2,2,1,2,1,"TN",43,"Watauga",-82.118,36.323,"SAP                1"
"TN44",0,2,1,1,3,5,1,4,2,1,4,4,3,4,3,"TN",44,"Watts Bar Reservoir",-84.78333,35.62,"SAP                3"
"TN45",4,3,2,1,1,4,3,1,3,1,3,2,2,3,3,"TN",45,"Woods Reservoir",-86.067638,35.312884,"SAP                3"
"TN46",0,1,1,1,2,1,1,1,2,0,2,2,1,1,1,"TN",46,"Barkley",-87.66258,36.387606,"SAP                1"
"TN47",1,1,1,1,1,3,2,2,1,1,2,3,2,2,1,"TN",47,"Kentucky",-88.175011,36.881268,"SAP                1"
"TN6",1,1,4,1,1,4,1,1,1,1,2,2,2,2,2,"TN",6,"Center Hill Reservoir",-85.82,36.10167,"SAP                1"
"TN9",2,4,2,2,3,3,2,4,3,2,4,4,3,4,4,"TN",9,"Chickamauga Reservoir",-85.23,35.10333,"SAP                3"
"TX10",4,4,1,1,3,3,4,1,2,1,5,2,4,3,3,"TX",10,"Lake Aquilla",-97.20833,31.91333,"SPL                3"
"TX100",3,4,4,4,4,3,4,5,5,1,4,4,4,4,4,"TX",100,"Cedar Creek Reservoir",-96.06834,32.18,"CPL                4"
"TX101",2,2,4,3,2,2,2,4,0,0,2,4,3,3,2,"TX",101,"Joe Pool",-96.96667,32.61667,"SPL                5"
"TX102",1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,"TX",102,"Alan Henry",-101.0417,33.06139,"SPL                1"
"TX110",2,3,4,3,4,4,4,4,4,0,3,3,3,4,4,"TX",110,"Lake Arlington",-97.19833,32.72167,"SPL                5"
"TX111",2,3,3,3,4,4,4,3,3,0,4,2,4,3,3,"TX",111,"Lake Arrowhead",-98.36667,33.76167,"SPL                5"
"TX112",1,1,4,4,2,4,2,3,1,1,3,3,2,3,3,"TX",112,"Lake Athens",-95.72334,32.205,"CPL                3"
"TX114",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TX",114,"Bonham City Lake",-96.13,33.65167,"CPL                1"
"TX116",3,3,2,2,1,3,2,1,2,1,2,1.548665954,2,1,1.4403546,"TX",116,"Casa Blanca",-99.44833,27.53333,"SPL                3"
"TX118",2,1,0,0,0,1,1,0,1,5,1,1,1,0,0,"TX",118,"Childress Lake",-100.3583,34.47167,"SPL                1"
"TX119",1,1,2,2,2,2,1,2,3,5,2,1,1,1,1,"TX",119,"Colorado City Reservoir",-100.9167,32.31833,"SPL                1"
"TX123",1,2,3,1,4,4,1,1,3,5,4,2,3,2,3,"TX",123,"Lake Diversion",-98.93667,33.82,"SPL                3"
"TX127",1,0,1,1,1,1,2,2,2,1,1,2,1,2,2,"TX",127,"Lake Fork",-95.54,32.80667,"CPL                3"
"TX128",1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,"TX",128,"Gilmer",-94.98167,32.76333,"CPL                1"
"TX129",0,0,0,0,0,1,0,4,0,0,0,0,0,1,1,"TX",129,"Gladewater City Lake",-94.95834,32.555,"CPL                1"
"TX13",3,2,3,3,4,3,3,1,2,0,2,2,1,1,1,"TX",13,"New Ballinger Reservoir",-100.0433,31.73,"SPL                1"
"TX130",3,4,2,3,3,1,4,1,4,1,4,4,4,4,4,"TX",130,"Lake Halbert",-96.40334,32.07667,"SPL                5"
"TX131",0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"TX",131,"Lake Hawkins",-95.25166,32.61167,"CPL                1"
"TX132",0,0,1,1,0,3,0,2,0,0,0,2,1,2,2,"TX",132,"Lake Holbrook",-95.55167,32.685,"CPL                1"
"TX133",3,3,4,4,4,4,4,5,4,3,5,4,5,4,5,"TX",133,"Lake Houston",-95.13167,29.92,"CPL                2"
"TX134",4,4,0,0,0,4,4,1,1,0,4,4,3,3,3,"TX",134,"JB Thomas",-101.135,32.58333,"SPL                3"
"TX135",2,2,3,3,5,2,1,2,2,5,5,3,4,2,3,"TX",135,"Lake Kemp",-99.145,33.755,"SPL                3"
"TX136",3,3,4,2,3,4,3,2,3,0,4,2,3,4,4,"TX",136,"lake Kickapoo",-98.77834,33.66333,"SPL                5"
"TX138",0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,"TX",138,"Lake Kirby",-99.72833,32.385,"SPL                2"
"TX139",1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,"TX",139,"Lake Leon",-98.67561,32.36273,"SPL                1"
"TX14",1,2,2,2,1,3,3,3,2,5,3,2,1,1,1,"TX",14,"Balmorhea Reservoir",-103.712,30.9599,"XER                2"
"TX140",2,2,1,1,1,2,1,4,4,0,2,4,0,2,2,"TX",140,"Lake McQueeney",-98.04,29.59333,"SPL                3"
"TX142",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"TX",142,"Monticello",-95.04333,33.08,"CPL                1"
"TX143",3,4,4,4,4,4,3,1,3,1,5,3,5,3,4,"TX",143,"Palo Pinto Reservoir",-98.27013,32.6459,"SPL                5"
"TX145",2,2,0,0,0,1,2,1,2,3,3,3,2,2,2,"TX",145,"Pauline",-99.67167,34.25,"SPL                1"
"TX147",1,1,0,0,1,3,1,1,2,0,1,2,1,2,2,"TX",147,"Lake Quitman",-95.45,32.85833,"CPL                1"
"TX148",0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,"TX",148,"Lake Stamford",-99.56,33.07167,"SPL                2"
"TX149",3,3,2,2,2,4,3,2,0,0,4,3,3,3,4,"TX",149,"Lake Striker",-94.975,31.935,"CPL                3"
"TX15",3,4,4,5,4,4,4,1,3,1,4,5,4,5,5,"TX",15,"Lake Bardwell",-96.63333,32.26667,"SPL                5"
